,Description,Label
26,oil major bp plans to build a vast carbon capture project beneath the north sea that would be crucial to britain hitting its emissions targets power giant orsted aims to build a huge offshore windfarm to help the country meet renewable goals,renewable energy
27,producers of clean technologies like renewable hydrogen and batteries could receive faster permits under european union plans to support industries facing us and chinese competition a draft document showed on monday,renewable energy
28,renewable energy is likely to eventually overtake fortescue metals groups a hrefhttpswwwreuterscomcompaniesfmgax targetblankfmgaxa iron ore business despite strong tailwinds for the commodity ahead the companys former chief executiv,renewable energy
29,swiss renewable power group smartenergy plans to sell a portfolio of solar power projects in spain expansion newspaper reported on thursday citing unidentified market sources,renewable energy
30,united arab emirates renewable energy company masdar state oil firm abu dhabi national oil company adnoc  and oil major bp a hrefhttpswwwreuterscomcompaniesbpl targetblankbpla agreed to conduct a joint feasibility s,renewable energy
31,oil company cepsa said on wednesday is to develop a green hydrogen plant in huelva in southern spain with the renewable business of gas grid operator enagas a hrefhttpswwwreuterscomcompaniesenagmc targetblankenagmca and green energy com,renewable energy
32,edp renovaveis a hrefhttpswwwreuterscomcompaniesedprls targetblankedprlsa the worlds fourthlargest renewable power producer has brought onstream the first hybrid windsolar farm in iberia adding  gigawatts gw of annual capac,renewable energy
33,refiner valero energy corp a hrefhttpswwwreuterscomcompaniesvlon targetblankvlona and darling ingredients inc a hrefhttpswwwreuterscomcompaniesdarn targetblankdarna said on tuesday that their joint venture had app,renewable energy
34,there are roughly  abandoned mines in the us this vast amount of space might be the solution for scientists who have been researching ways to store renewable energy in a study led by the international institute for applied systems analysis researche,renewable energy
35,france is falling behind in its plans to boost onshore wind and solar power the countrys annual renewable electricity report published on tuesday showed,renewable energy
36,putting solar panels on all of americas big box stores could see huge gains in renewable energy supplies,renewable energy
37,germanys federal network agency on monday said it had identified  kilometres  miles of its network for upgrades which will be central to plans to accelerate the shift to a greener economy,renewable energy
38,us solar energy contract prices have soared by a third over the past year as project developers have struggled to get imported panels according to a report published late on monday,renewable energy
39,australia and germany have earmarked  million  million and  million euros  million respectively towards a joint initiative to establish a green hydrogen supply chain australian minister for climate change and energy chris bowen said on ,renewable energy
40,energy firm  plans to build a second major hydrogen production plant in germany that could be scaled up to more than  gigawatts gw by  and cost more than  billion euros  billion the company said,renewable energy
41,norways  trillion wealth fund which has faced stiff competition buying renewables assets believes its financial clout could give it an edge as economic clouds darken because it doesnt need external capital a top executive told reuters,renewable energy
42,india will extend export benefits under a key scheme to domestic green hydrogen fuel manufacturers two government officials said as the asian nation aims to become a global supplier of the clean fuel,renewable energy
43,the indian government has approved  billion to support production use and exports of green hydrogen aiming to make india a global hub for the nascent industry from a report the funding announced late wednesday is a first step toward establishing the,renewable energy
44,the energy industry is turning waste from dairy farms into renewable natural gas  but will it actually reduce emissionson an early august afternoon at pinnacle dairy a farm located near the middle of californias long central valley  jersey cows idle,renewable energy
45,leaders at davos say we need to pull the lever of government policy and give more incentives to switch to green energy,renewable energy
46,microsoft just forged a strategic alliance with a major solar panel manufacturer to try to make good on its clean energy goals from a report the deal comes as supply chain woes and allegations of labor abuse are making it increasingly difficult to deploy so,renewable energy
47,colombian majoritystateowned energy company ecopetrol a hrefhttpswwwreuterscomcompaniesecocn targetblankecocna on thursday said chief executive felipe bayon will leave his post on march  following more than five years in the positi,renewable energy
48,italian energy group eni a hrefhttpswwwreuterscomcompaniesenimi targetblankenimia said on wednesday it will offer its first sustainabilitylinked bond for retail investors in italy from jan ,renewable energy
49,guyana is in talks with qatar britain the united arab emirates and india on the possibility of allocating offshore blocks for oil and gas exploration under a bidding round this year president irfaan ali said on monday,renewable energy
50,shell plcs a hrefhttpswwwreuterscomcompaniesshell targetblankshella lng canada export project in british columbia plans to start building its proposed second phase with natural gaspowered turbines and switch to electricity as more ren,renewable energy
51,norways sovereign wealth fund one of the worlds largest investors on tuesday reported a record loss of  trillion crowns  billion for  bringing to an end a threeyear run of soaring profits,renewable energy
52,the us department of the interior will reform its regulations for the development of wind energy facilities on the countrys outer continental shelf to help meet crucial climate goals it said in a statement on thursday,renewable energy
53,mexican state oil company pemexs newest refinery which is still under construction in mexicos southeast will begin to process crude oil in july  the countrys energy minister rocio nahle said,renewable energy
54,the philippines department of energy said on friday it has approved a  lng import terminal project the countrys seventh such facility as it gears up for the launch of its liquefied natural gas industry this year,renewable energy
55,kyiv expects the european union to include russian state nuclear energy company rosatom in its next round of sanctions over the war in ukraine prime minister denys shmyhal said on monday,renewable energy
56,copper prices are set for another rally this year thanks to surging demand supply concerns and the metals widespread use in energy transition technologies eurasian resources groups erg chief executive officer told reuters,renewable energy
57,for nearly  years nations nonprofits researchers industry representatives and other stakeholders have gathered annually at the united nations conference of partiescommonly known as copto talk through implementation of the uns climate change treat,renewable energy
58,live rolling coverage of business economics and financial markets as equinor chief executive says prices will rise amid rewiring of energy systemgood morning and welcome to our rolling live coverage of business economics and financial marketshousehold,renewable energy
59,study suggests tool could be used to reduce energy needs for heating and cooling office buildingsevery year we shift our clocks forward in the spring and backwards in the autumn originally daylight saving was introduced to save energy reducing the number o,renewable energy
60,chaz teplin tore out gas appliances and installed electric one then documented the energy savings during the winter storm in late december,renewable energy
61,the carbonfree fuel is expected to avoid  tons of carbon emissions annually but critics say its expensive and inefficient,renewable energy
62,european commission president ursula von der leyen set out its a  deal industrial plana on wednesday designed to ensure the european union do,renewable energy
63,algerian state energy company sonatrach is teaming up with south africas petrochemical group sasol a hrefhttpswwwreuterscomcompaniessoljj targetblanksoljja on a project in sicily to produce low carbon hydrogen and synthetic natural g,renewable energy
64,australias governmentowned snowy hydro on wednesday named the former boss of contact energy a hrefhttpswwwreuterscomcompaniescennz targetblankcennza dennis barnes as its new chief executive to replace its longtime head who suddenl,renewable energy
65,us treasury secretary janet yellen on saturday helped kick off a new rural electrification project in senegal that will bring reliable power to  people while supporting some  jobs in  us states,renewable energy
66,in canadas western oil patch controversy is raging over federal government legislation intended to help the fossil fuel labour force transition to a greener economy but union and community leaders are warning politicization of the just transition bill obsc,renewable energy
67,environmental social and governance esg issues were central to many of the biggest stories of  indeed esg investors frequently a  ta,renewable energy
68,the construction of finlands first industrialscale green hydrogen production facility began on friday its future operator  solutions said,renewable energy
69,greenhouse gas emissions increased slightly from the previous year in  by  keeping the us just  below  levels and off track to meet its global pledge to slash emissions  by  according to estimates published on tuesday by researc,renewable energy
70,europes main industrial engine  germany  may be entering a recession after its economy shrank in the final quarter of ,renewable energy
71,french president emmanuel macron met with iraq prime minister mohammed shia alsudani on thursday the french presidency said signing a set of strategic agreements meant to boost iraqs economic cooperation with the european country,renewable energy
72,french startup eolink  in collaboration with  european energy partners  will install a  floating offshore wind turbine in bulgaria by  this is part of the eubacked black sea floating offshore wind blow project which aims to advance sustainable,renewable energy
73,mercedesbenz a hrefhttpswwwreuterscomcompaniesmbgnde targetblankmbgndea is poised to invest billions of euros to build  fastcharging points in north america europe and china by  the luxury carmaker said on thursday,renewable energy
74,bulgarias lawmakers on thursday backed a resolution aimed at avoiding an early phaseout of coalfired power plants as more than  miners and utility workers demonstrated in front of the parliament in support of the coal industry,renewable energy
75,climate activists protested in davos on sunday against the role of big oil firms at this weeks world economic forum wef saying they were hijacking the climate debate,renewable energy
76,nonprofit group global witness urges us regulator to investigate oil giant and potentially impose fines over apparent mislabelingshell has misleadingly overstated how much it is spending on renewable energy and should be investigated and potentially fined ,renewable energy
77,switzerlands rightwing swiss peoples party svp on thursday called a referendum aimed at blocking a draft law to cut greenhouse gas emissions,renewable energy
78,us energy secretary jennifer granholm warned republicans in a letter seen by reuters on wednesday that limiting president joe bidens authority to tap the nations oil reserves would undermine national security cause crude shortages and raise gasoline pric,renewable energy
79,talks on rescue deal for battery startup led by dealab which has been involved in fossil fuel transactionsthe battery startup britishvolt is in talks with an indonesialinked oil and gas investor for a  rescue deal that would almost wipe out the value o,renewable energy
80,prediction predicated on investment that keeps pace with joe bidens  green subsidy spree in useurope could end its reliance on china for electric car batteries by  but only if it keeps pace with joe bidens   green subsidy spree expe,renewable energy
81,us oil refiner phillips  a hrefhttpswwwreuterscomcompaniespsxn targetblankpsxna expects supplies of gasoline and diesel to be tight this summer a top executive said on thursday during a presentation at the goldman sachs global ener,renewable energy
82,the american petroleum institute and two oil companies a  targetblankwanta the supreme court to review a court order banning fracking of,renewable energy
83,asset managers amundi a hrefhttpswwwreuterscomcompaniesamunpa targetblankamunpaa and reichmuth will coinvest up to  million euros in a new vehicle by spains alantra which aims to raise a total of  billion euros to invest in sol,renewable energy
84,swiss private equity firm partners group a hrefhttpswwwreuterscomcompaniespghns targetblankpghnsa said on thursday it expected to raise  billion to  billion this year assuming markets stabilise enough to normalise client conversi,renewable energy
85,equinor a hrefhttpswwwreuterscomcompanieseqnrol targetblankeqnrola and bp a hrefhttpswwwreuterscomcompaniesbpl targetblankbpla have submitted a joint bid to build a second stage of their beacon wind project to sup,renewable energy
86,pjms new interconnection reforms approved by the federal energy regulatory commission ferc in november are set to reduce the delays that are hampering wind and solar developers,renewable energy
87,germanys greens party can weather disapproval from its environmentalist base over its role in approving the demolition of a village to expand a coal mine if it uses that concession to accelerate other climate policies activists and analysts say,renewable energy
88,germany on friday said it has drawn up new development plans for offshore wind turbine sites to reach a target for  gigawatts gw of installed wind power capacity by ,renewable energy
89,oil and gas group says countries are pursuing energy security by backing domestic renewable suppliesglobal carbon emissions are expected to fall quicker than previously expected as a result of the war in ukraine and joe bidens efforts to encourage green inv,renewable energy
90,indias adani enterprises limited ael a hrefhttpswwwreuterscomcompaniesadelns targetblankadelnsa said on tuesday that it has signed an agreement with ashok leyland a hrefhttpswwwreuterscomcompaniesasokns targetblanka,renewable energy
91,britains crown estate will lease sites for six offshore wind projects capable of generating enough green electricity to power more than seven million homes by  under agreements announced on thursday,renewable energy
92,france and the united arab emirates are working to strengthen their economic relationship with concrete outcomes expected in the near future french finance minister bruno le maire said on monday during a visit to the gulf arab state,renewable energy
93,exxon mobil a hrefhttpswwwreuterscomcompaniesxomn targetblankxomna and chevron a hrefhttpswwwreuterscomcompaniescvxn targetblankcvxna are rolling in cash so are shell a hrefhttpswwwreuterscomcompaniessh,renewable energy
94,the european union aims to finish negotiations by july on laws to deliver its  climate change target although a contentious overhaul of fossil fuel taxes will likely take longer swedens ambassadors to the bloc said on monday,renewable energy
95,working with chargepoint it will install more than  chargers at  sites by ,renewable energy
96,the terminal under construction at new yorks john f kennedy international airport will be partly powered by a microgrid batteries and fuel cells,renewable energy
97,global aluminium production rose by a marginal  last year a rate of growth that was down from  in  and the slowest since  according to the international aluminium institute iai,renewable energy
98,iron ore magnate andrew forrest called on thursday for an overhaul of a  billionplus project to send solar power from australia to singapore which collapsed after he and tech billionaire mike cannonbrookes split over funding plans,renewable energy
99,the united arab emirates said on thursday that sultan aljaber the head of state oil giant adnoc would act as president of the  climate conference it is hosting this year,renewable energy
100,brazils environmental enforcement agents set out in january on their first mission this year to combat illegal deforestation with renewed energy after the election of a president who has promised to stop surging amazon rainforest destruction,deforestation
101,with just  of the piglike animals still roaming the gran chaco region a community conservation effort in argentina is fighting for its futurethe chacoan peccary is so elusive that scientists believed it was extinct until its discovery in  today,deforestation
102,avoided deforestation should not be used as a basis for creating carbon credits says david humphreys while paul steele and anna ducros introduce biocredits and dirk forrister defends current methodologiesyour articles accurately identify the problem of pha,deforestation
103,the brazilian government believes that it is possible to increase the area planted with grains by  each harvest for several years without deforestation said the minister of agriculture carlos favaro on tuesday,deforestation
104,brazilian president luiz inacio lula da silva said on wednesday he had officially launched a bid for the northeastern city of belem to host the  international climate summit in  fulfilling a promise he made last year,deforestation
105,malaysia on thursday called on countries producing palm oil to strengthen cooperation following new european union eu legislation aimed at reducing the use of palm oilbased fuels,deforestation
106,study suggests resilience of up to  square kilometers of the forest has been weakened human activity and drought may have degraded more than a third of the amazon rainforest double the previous estimate according to a study that heightens concerns that ,deforestation
107,investigation into verra carbon standard finds most are phantom credits and may worsen global heatingullinowhere else to go alto mayo peru at centre of conservation rowliligreenwashing or a net zero necessity scientists on carbon offsetting,deforestation
108,brazils mining lobby group asked the countrys foreign ministry to work with other governments to improve tactics used to combat the illegal gold trade it said on friday,deforestation
109,case brought under bern convention on nature may set precedent for destruction of biodiversity in warazerbaijan has launched a landmark legal challenge against armenia for allegedly destroying its environment and biodiversity during nearly three decades of oc,deforestation
110,this reflection on key moments reveals  as a year of environmental highs and lows many of which will continue to resonate in the year aheadas we enter  wwf reflects on key moments from the last  months from celebrating the year of the tiger and r,deforestation
111,clientearth helps shape new laws and enforce old ones to protect the planet and its most vulnerable inhabitants,deforestation
112,zambia received a debtfornature swap proposal as part of its  billion restructuring discussions a move that while complex to secure and not part of current talks could set an ecofriendly precedent for other debt crises if eventually included,deforestation
113,carbon credits and offsets do not have a great record but the funds they raise are a vital part in fight against deforestationullirevealed over  of rainforest offsets by biggest provider worthlesslilinowhere else to go alto mayo peru at ce,deforestation
114,journalists and environmental defenders are at greatest risk in latin america all those who put them in danger must be held accountablethe murders of the british journalist dom phillips and the brazilian indigenous expert bruno pereira were not only a shocki,deforestation
115,a cashstrapped finnish zoo said on friday it was preparing to return two giant pandas on loan from china as it could no longer afford their upkeep,deforestation
116,brazils delegation arrives at the world economic forum wef with a commitment to defend democracy and the sustainability of both its public accounts and the environment finance minister fernando haddad said on monday,deforestation
117,environmental social and governance esg issues were central to many of the biggest stories of  indeed esg investors frequently a  ta,deforestation
118,the unrest came after president lula unveiled ambitious environmental plans that threaten interest groups who rely on exploiting the amazonthe manufactured mayhem that tore through the centres of power in brasilia on sunday should be seen at least in part a,deforestation
119,the guardian visits the peruvian amazon as part of an continuing investigation into forestbased carbon offsettingullirevealed over  of rainforest offsets by biggest provider worthlessliligreenwashing or a net zero necessity scientists on carb,deforestation
120,british multinational to spend huge sums on schemes that do not bring genuine carbon reductions analysis showsullimore than  of rainforest carbon offsets by biggest provider are worthlessliligreenwashing or a net zero necessity scientists on c,deforestation
121,a guardian investigation has found that more than  of the carbon offsets verified by the company verra did not reduce deforestation patrick greenfield reportscompanies across the world rely on carbon offsetting credits as a way to display their green cred,deforestation
122,the european union is aiming to enact up to five trade deals in record time to ensure its future as a clean tech leader by securing supplies of key raw materials increasing markets for green exports and reducing its reliance on china,deforestation
123,ivory coasts cocoa regulator on thursday started distributing electronic cards to cocoa farmers to help track beans from plantations to their export ports and ensure the growers are paid a guaranteed price for their produce,deforestation
124,singapores sovereign wealth fund temasek has led the latest funding round for climate tech firm living carbon which aims to increase the carbonabsorbing ability of trees the startups chief executive told reuters,deforestation
125,brazils ministry of health has declared a medical emergency in the yanomami territory the countrys largest indigenous reservation bordering venezuela following reports of children dying of malnutrition and other diseases caused by illegal gold mining,deforestation
126,export of minerals wood and energy drives a surprisingly high fraction of deforestation,deforestation
127,changes in temperature and precipitation due to rapid deforestation in the amazon rainforest could have effects as far away as the tibetan plateau and antarctica,deforestation
128,baby to be named after a rock or pop star as primatologists say only about  left across africaconservationists are celebrating the birth of the worlds rarest chimpanzee at a uk zoochester zoo has welcomed the arrival of the male critically endangere,deforestation
129,the cultivation of palm oila common ingredient in food and beauty productscauses mass deforestation around  of malaysias forests have been lost for instance in order to make way for palm plantations while finding a replacement for the oil has proven,deforestation
130,the last members of the species in pennsylvania were likely snuffed out in the  officials said,deforestation
131,sri lankan mangroves are the home for fishing cats as the mangroves have been devastated by human activity poachers environmental catastrophes and climate change there is one creature in these swamps who is defying the odds and our expectations at the ,deforestation
132,german chancellor olaf scholz heads to argentina on saturday for the first leg of his inaugural tour of south america as his government seeks to reduce germanys economic dependence on china and strengthen relations with democracies worldwide,deforestation
133,jair bolsonaros supporters failed in a trumpian plot to overthrow democracy president lula must make sure they never succeedthe storming of the three branches of brazilian government is the most significant threat to the countrys democracy since the end of,deforestation
134,the guitarbacked message opposing deforestation asks the question why are we cutting down the rainforests,deforestation
135,new research looked at the methods of coffee preparation that leave the smallest carbon footprint,deforestation
136,the billionaire has purchased  acres and many want to know why,deforestation
137,while the honeymoon mood created by the new government will run up against political reality the euphoria is not blindaweinspiring storms roll in almost every night during the amazon rainy season replenishing the xingu river and illuminating the night sky ,deforestation
138,it is possible to pay farmers a premium while selling singleorigin chocolate at a cheaper price  but it means companies have to transform the way its madeis it possible to make an ethical chocolate bar thats also affordable tim mccollum the founder of t,deforestation
139,acrid smoke swirls amid the buzzing of dozens of chainsaws under the majestic nyiragongo volcano producing scenes of devastation in the heart of the lush natural treasure in eastern dr congo,deforestation
140,the new president has already taken steps to protect the amazon but researchers call for more action,deforestation
141,more than  hectares  acres of forest have been razed to stumps in virunga national park in less than two months,deforestation
142,satellite monitoring detected  square km of forest cover destroyed in brazils share of the amazon,deforestation
143,an international team of climate scientists has found evidence suggesting that deforestation in the amazon rainforest is influencing weather in tibet more than  kilometers away in their paper published in the journal nature climate change the researc,deforestation
144,shaking a traditional rattle brazils incoming head of indigenous affairs recently walked through every corner of the agencys headquarterseven its coffee roomas she invoked help from ancestors during a ritual cleansing,deforestation
145,a pair of studies raise concerns that the amazon rainforest may be approaching a point of no return,deforestation
146,it beggars belief that the un thought it a good idea to allow an authoritarian petrostate to host an already compromised  mcguire is professor emeritus of geophysical and climate hazards at ucl liulthere is a battle raging over the hea,deforestation
147,deforestation in the brazilian amazon rose  percent in december from the previous year according to government figures released friday a final bleak report for farright expresident jair bolsonaro in his last month in office,deforestation
148,brazil this week began the first operations against amazon deforestation since veteran leftist luiz inacio lula da silva took office the ibama environmental agency said friday,deforestation
149,a new study published today in pnas nexus revealed for the first time that indigenous peoples with officially recognized rights to their territories in brazils embattled atlantic forest reduced deforestation and improved forest cover outperforming territo,deforestation
150,more than  business leaders and politicians are making their way to the swiss alps for the world economic forums  annual meeting at davos,deforestation
151,most european consumers shopping baskets tend to include items linked to deforestation in tropical regions involving agricultural commodities such as beef soybeans palm oil cocoa rubber coffee timber and paper these socalled forestrisk commoditie,deforestation
152,despite a  pledge by major palm oil firms to maintain environmentally friendly operations a recent report by environmental group earthqualizer revealed that more than  hectares of forest and peat land roughly three times the size of london have ,deforestation
153,far upriver in the rainforest the lure of rare pink river dolphins is creating jobs and promoting conservation and reconciliation after a  warthe dolphins are more playful than us says diego cifuentes cofounder of villa lilia agroecoturistico a ,deforestation
154,alleged criminal conspiracies water wars quakesafe energy and deforestation are among the biggest climate topics in the coming year,deforestation
155,the amazon rainforest has been degraded by a much greater extent than scientists previously believed with more than a third of remaining forest affected by humans according to a new study published on january  in the journal science,deforestation
156,the world this week,deforestation
157,brazils environment minister marina silva knows she has her work cut out to protect the amazon the worlds largest rainforest that is shared among nine countries,deforestation
158,rapid deforestation in eastern paraguay is changing the regions subtropical ecosystems creating a fragmented landscape of forest remnants along the edges between the disappearing forests and new soy farms species from both habitats collide in novel intera,deforestation
159,brazils forest code is a worldbeating environmental regulation making sure its actually respected is the hard part but plugging that enforcement gap is critical for the future of the planet,deforestation
160,german minister says brazils new government offers great chance to protect rainforest after widespread destruction,deforestation
161,ichthyologist lucia rapp pydaniel preserves and catalogues the fish of amazonian waters as their numbers fall because of industrial development,deforestation
162,dutch farms are feeling the squeeze from eu rules and need to make sweeping changes to the farm system  could a huge producer like the us follow suitingrid de sain is one of thousands of dairy farmers in the netherlands who says she sometimes lies awake at ,deforestation
163,according to a new study even with strict regulations protected areas are losing forest to weakened environmental policies,deforestation
164,campaigners hail eu move and congressman says it gives fresh impetus to similar us plansa groundbreaking eu deal to ban the import of goods linked to deforestation has set a global benchmark and will hasten the passage of a similar law in the us american la,deforestation
165,ever wanted to build a custom satellite and launch it into space well now you can with the eos  satellite,deforestation
166,in  alone we lost  million hectares of forests which released  gigatons of carbon dioxide into the atmosphere,deforestation
167,a new report says the key to saving brazils atlantic forest is recognizing indigenous territory,deforestation
168,new estimates are larger than what scientists previously believed,deforestation
169,when easy rider was released into theaters in the summer of  popular culture had already shifted significantly to reflect the spirit of rebellion swelling up among teenagers across the country signifying a real change it was time for the box office a,deforestation
170,while all eyes are on the growing box office for james camerons decadeplus in the making sequel avatar the way of water the famed director made a surprise appearance at the television critics association winter  press tour to announce two more proje,deforestation
171,deforestation and environmental degradation threaten to push the amazon beyond the point of no return business should prioritise naturepositive netzero operations,deforestation
172,after a handful of classified documents were found at president bidens former private office donald trump his allies and even some of the mainstream media are stumbling over themselves to equate it with trumps hoarding of hundreds of classified documents,deforestation
173,representative katie porter announced tuesday that she is running for california senator in the progressive star will run to replace longserving senator dianne feinstein in her announcement video the representative highlighted threats to democracy a,deforestation
174,serial fabulist george santos maintained tuesday that he has done nothing unethical even after being hit with two ethics complaints in as many dayson tuesday two of his fellow new york representatives filed an ethics complaint against him ritchie torr,deforestation
175,on monday representative marjorie taylor greene posted a pseudohype video celebrating herself and the gop house majority after the caucus made history in hosting the longest house speaker election since before the civil warthe video posted with the capt,deforestation
176,for environmental protections in brazil a long rebuilding process lies ahead,deforestation
177,what is the sound of a tortilla chip not crunching europeans may soon find out the hard way malaysias deputy prime minister fadillah yusof,deforestation
178,indigenous communities in the amazon have come under siege as business interests violently expand their operations,deforestation
179,cheshire cheese beremeal and norfolk beefing apples are among the uk foods at risk of vanishing for ever and its not just our palates that will suffer but the planetwhat does it mean when a food or drink becomes endangered when there are so few people ,deforestation
180,western chimpanzees are on the brink of extinction categorised by the iucn as critically endangered photojournalist roberto garcia roa has been working with the chimpanzee conservation centre in guinea one of the few international institutions trying to pr,deforestation
181,the worsening climate crisis could soon obstruct the eyes of our groundbased telescopes we will literally have less to look at,deforestation
182,an independent review of australias controversial carbon credit system released today concluded the scheme is essentially sound but key questions remain unaddresseda fact that will continue to undermine confidence in australias central climate policy,deforestation
183,global climate change doesnt only cause the melting of polar ice caps rising sea levels and extreme weather events it also has a direct effect on many tropical habitats and the animals and plants that inhabit them as fossil fuel emissions continue to driv,deforestation
184,brazils new president is working to make good on his campaign promises and stop the cutting of trees in the amazon rain forest,deforestation
185,the latest in science and policy,deforestation
187,ministers set out plans for restoring nature amid growing criticism over pollution and wildlife decline,deforestation
188,indigenous people like me have too often relied on outsiders to tell our stories to the world my community is finally telling our own stories,deforestation
189,rubber tapper raimundo mendes de barros prepares to leave his home surrounded by rainforest for an errand in the brazilian amazon city of xapuri he slides his long scarred  feet into a pair of sneakers made by veja a french brand,deforestation
190,environmentalists indigenous people and voters supporting their causes were important to luiz inacio lula da silvas election as brazils new president,deforestation
191,rio de janeiro ap  shaking a traditional rattle brazils incoming head of indigenous affairs recently walked through every corner of the agencys headquarters  even its coffee room  as she invoked help from ancestors during a ritual cleansing,deforestation
192,im sorry corn ethanol just didnt work out ok,deforestation
193,to kick off the new year lets talk about toilet paper something that can actually make a surprising impact when our kids were little our family discovered who gives a craps sustainable toilet paper and cheeky branding and we never looked back read m,deforestation
194,environmentalists indigenous people and voters sympathetic to their causes were important to luiz inacio da silvas election to a third term as brazils president,deforestation
195,territories in brazils fragmented atlantic forest where indigenous peoples enjoy secure land rights have seen measurably less deforestation than similar,deforestation
196,shaking a traditional rattle brazils incoming head of indigenous affairs recently walked through every corner of the agencys headquarters  even its,deforestation
197,new research links bat habitat destruction with the spillover of their viruses to humans,deforestation
198,ullifanled review in  argued for independent regulatorlililabour responds to leaked white paper on owner criterialiula group of  local mps have urged liverpool and everton to back the recommendations of the fanled review and support t,sustainability
199,from growing herbs to driving uber some ideas for sustainabilityrelated jobs that will earn you some extra cash,sustainability
200,as boardroom bosses and billionaires mingle in the snowy streets of davos corporate sustainability is a key topic of discussion yet which company is the worlds most sustainable,sustainability
201,precision location intelligence and analysis will be key to building a truly sustainable company in an era of climate change,sustainability
202,this season copenhagen fashion week required all designers to adhere to a set of sustainability standards the result strippedback sets and plenty of innovative ideas continue reading,sustainability
203,sustainable procurement and sustainability in businesses are more than just fancy buzzwords statistics support this argument  more businesses engage in sustainable procurement than two years ago  of consumers choose products and services that they be,sustainability
204,from annual sustainability reports to going zerowaste smaller beauty brands see the value in sustainable packaging,sustainability
205,brazils delegation arrives at the world economic forum wef with a commitment to defend democracy and the sustainability of both its public accounts and the environment finance minister fernando haddad said on monday,sustainability
