Description,Label
"Brazil's environment minister Marina Silva knows she has her work cut out to protect the Amazon, the world's largest rainforest that is shared among nine countries.",deforestation
"Rapid deforestation in eastern Paraguay is changing the region's subtropical ecosystems, creating a fragmented landscape of forest remnants. Along the edges between the disappearing forests and new soy farms, species from both habitats collide in novel intera…",deforestation
Brazil's Forest Code is a world-beating environmental regulation. Making sure it's actually respected is the hard part. But plugging that enforcement gap is critical for the future of the planet.,deforestation
German minister says Brazil's new government offers 'great chance' to protect rainforest after widespread destruction.,deforestation
Ichthyologist Lucia Rapp Py-Daniel preserves and catalogues the fish of Amazonian waters as their numbers fall because of industrial development.,deforestation
Dutch farms are feeling the squeeze from EU rules and need to make sweeping changes to the farm system – could a huge producer like the US follow suit?Ingrid de Sain is one of thousands of dairy farmers in the Netherlands who says she sometimes lies awake at …,deforestation
"According to a new study, even with strict regulations, protected areas are losing forest to weakened environmental policies.",deforestation
"Campaigners hail EU move, and congressman says it gives fresh impetus to similar US plansA groundbreaking EU deal to ban the import of goods linked to deforestation has set a global benchmark and will hasten the passage of a similar law in the US, American la…",deforestation
"Ever wanted to build a custom satellite and launch it into space? Well, now you can with the EOS SAT-1 satellite.",deforestation
"In 2021 alone, we lost 25 million hectares of forests which released 10 gigatons of carbon dioxide into the atmosphere.",deforestation
A new report says the key to saving Brazil’s Atlantic Forest is recognizing Indigenous territory.,deforestation
New estimates are larger than what scientists previously believed.,deforestation
"When ""Easy Rider"" was released into theaters in the summer of 1969, popular culture had already shifted significantly to reflect the spirit of rebellion swelling up among teenagers across the country. Signifying a real change, it was time for the box office a…",deforestation
"While all eyes are on the growing box office for James Cameron's decade-plus in the making sequel ""Avatar: The Way of Water,"" the famed director made a surprise appearance at the Television Critics Association Winter 2023 press tour to announce two more proje…",deforestation
"Deforestation and environmental degradation threaten to push the Amazon beyond the point of no return. Business should prioritise nature-positive, net-zero operations.",deforestation
"After a handful of classified documents were found at President Biden’s former private office, Donald Trump, his allies, and even some of the mainstream media are stumbling over themselves to equate it with Trump’s hoarding of hundreds of classified documents…",deforestation
"Representative Katie Porter announced Tuesday that she is running for California senator in 2024.
The progressive star will run to replace long-serving Senator Dianne Feinstein. In her announcement video, the representative highlighted threats to democracy a…",deforestation
"Serial fabulist George Santos maintained Tuesday that he has done “nothing unethical,” even after being hit with two ethics complaints in as many days.
On Tuesday, two of his fellow New York representatives filed an ethics complaint against him. Ritchie Torr…",deforestation
"On Monday, Representative Marjorie Taylor Greene posted a pseudo-hype video celebrating herself and the GOP House majority after the caucus made history in hosting the longest House speaker election since before the Civil War.
The video, posted with the capt…",deforestation
"For environmental protections in Brazil, a long rebuilding process lies ahead.",deforestation
What is the sound of a tortilla chip not crunching? Europeans may soon find out the hard way. Malaysia's deputy prime minister Fadillah Yusof...,deforestation
Indigenous communities in the Amazon have come under siege as business interests violently expand their operations.,deforestation
"Cheshire cheese, beremeal and norfolk beefing apples are among the UK foods at risk of vanishing for ever. And it’s not just our palates that will suffer, but the planetWhat does it mean when a food or drink becomes “endangered”, when there are so few people …",deforestation
"Western chimpanzees are on the brink of extinction, categorised by the IUCN as critically endangered. Photojournalist Roberto García Roa has been working with the Chimpanzee Conservation Centre in Guinea, one of the few international institutions trying to pr…",deforestation
"The worsening climate crisis could soon obstruct the eyes of our ground-based telescopes: ""We will literally have less to look at.""",deforestation
"The worsening climate crisis could soon obstruct the eyes of our ground-based telescopes: ""We will literally have less to look at.""",deforestation
An independent review of Australia's controversial carbon credit system released today concluded the scheme is essentially sound. But key questions remain unaddressed—a fact that will continue to undermine confidence in Australia's central climate policy.,deforestation
"Global climate change doesn't only cause the melting of polar ice caps, rising sea levels and extreme weather events. It also has a direct effect on many tropical habitats and the animals and plants that inhabit them. As fossil fuel emissions continue to driv…",deforestation
Brazil’s new president is working to make good on his campaign promises and stop the cutting of trees in the Amazon rain forest.,deforestation
The latest in science and policy,deforestation
,deforestation
Ministers set out plans for restoring nature amid growing criticism over pollution and wildlife decline.,deforestation
Indigenous people like me have too often relied on outsiders to tell our stories to the world. My community is finally telling our own stories,deforestation
"Rubber tapper Raimundo Mendes de Barros prepares to leave his home, surrounded by rainforest, for an errand in the Brazilian Amazon city of Xapuri. He slides his long, scarred, 77-year-old feet into a pair of sneakers made by Veja, a French brand.",deforestation
"Environmentalists, Indigenous people and voters supporting their causes were important to Luiz Inácio Lula da Silva's election as Brazil's new president.",deforestation
"RIO DE JANEIRO (AP) — Shaking a traditional rattle, Brazil’s incoming head of Indigenous affairs recently walked through every corner of the agency’s headquarters — even its coffee room — as she invoked help from ancestors during a ritual cleansing.",deforestation
"I'm Sorry, Corn Ethanol Just Didn't Work Out, OK?",deforestation
"To kick off the new year, let’s talk about toilet paper, something that can actually make a surprising impact. When our kids were little, our family discovered Who Gives A Crap’s sustainable toilet paper (and cheeky branding) and we never looked back.… Read m…",deforestation
"Environmentalists, Indigenous people and voters sympathetic to their causes were important to Luiz Inácio da Silva's election to a third term as Brazil's president",deforestation
Territories in Brazil's fragmented Atlantic Forest where Indigenous peoples enjoy secure land rights have seen measurably less deforestation than similar...,deforestation
"Shaking a traditional rattle, Brazil’s incoming head of Indigenous affairs recently walked through every corner of the agency’s headquarters — even its...",deforestation
New research links bat habitat destruction with the spillover of their viruses to humans,deforestation
