Description,Label
"Exclusive: Sultan Al Jaber aims to use UN talks to set out how private sector can limit greenhouse gas emissionsThe world needs a “business mindset” to tackle the climate crisis, the president of the next UN climate summit has said.Sultan Al Jaber, the presid…",Renewable energy
"Cross-party cooperation is the key to facing down the doubters and delayers<ul><li>Sadiq Khan is the Labour mayor of London </li><li>Chris Skidmore is the Conservative MP for Kingswood</li></ul>There is no greater challenge facing our capital, our country and…",Renewable energy
Think that electricity in the U.S. is expensive? You should know that there are countries that have it worse (and better). Who pays the most for electricity?,Renewable energy
"Rolling coverage of the latest economic and financial newsGood morning and welcome to our rolling coverage of business, the financial markets and the world economy.There are signs of ‘green shoots’ in the UK economy, with firms more confident about the countr…",Renewable energy
"An Indian company is working to develop a system that will use energy from solar, wind, and industrial waste to deliver moisture from the air
The post Extracting water from the atmosphere using renewable energy appeared first on Springwise.",Renewable energy
"Growing numbers of environmentalists in northern Europe are embracing technology to combat the climate crisis, but in Britain ‘ecomodernist’ ideas have had a so-far frosty receptionOn 21 May 2022, after hours of impassioned debate, members of Finland’s Green …",Renewable energy
Summary report by world’s leading climate scientists sets out actions to stave off climate breakdown<ul><li>Samoa PM urges world to save Pacific people from climate crisis obliteration</li></ul>The fourth and final instalment of the sixth assessment report (A…,Renewable energy
"Positive framing of otherwise grim report a counterblast to those who dismiss hopes of limiting global heating to 1.5C Avoiding the worst ravages of climate breakdown is still possible, and there are “multiple, feasible and effective options” for doing so, th…",Renewable energy
"Comprehensive review of human knowledge on subject says: act now, or it will be too late<ul><li>Analysis: Humanity at the crossroads</li><li>Timeline: The IPCC’s reports</li></ul>Scientists have delivered a “final warning” on the climate crisis, as rising gre…",Renewable energy
"Filed under:
 Government/Legal,Green
 Continue reading Biden finally glimpses the importance of oil
Biden finally glimpses the importance of oil originally appeared on Autoblog on Mon, 13 Mar 2023 17:36:00 EDT. Please see our terms for use of feeds.
Permalink…",Renewable energy
"Insiders aren’t surprised as ExxonMobil, the last remaining proponent of green algae biofuel, ends researchOne by one, big oil firms have touted their investments in algae biofuels as the future of low-carbon transportation – and one by one, they have all dro…",Renewable energy
"Laws encourage recycling plastics, but verifying recycled content relies on tricky math.",Renewable energy
"Cutting greenhouse gas emissions rapidly and immediately will save lives, livelihoods and ecosystems around the world, scientists say. And there are lots of ways to go about it.",Renewable energy
"If interest rates stay high, the future of renewable energy looks a little dimmer.",Renewable energy
Government’s UKEF criticised for ‘locking us all into more carbon emissions for decades to come’ with assistance for the sectorA UK government agency has financially supported the high-carbon aviation industry with billions of pounds since the Paris climate a…,Renewable energy
"Renewable energy and waste streams power the discovery process
The post Using AI to sustainably produce chemicals appeared first on Springwise.",Renewable energy
"Filed under:
 Earnings/Financials,Government/Legal,Green,Alternative Fuels,Emissions,Fuel Efficiency,Green Culture,Electric
 Continue reading Musk puts $14 trillion price tag on sticking by fossil fuels
Musk puts $14 trillion price tag on sticking by fossil f…",Renewable energy
These energy stocks are benefiting from a global push toward renewable energy.,Renewable energy
"By the time Australia gets its first nuclear-powered submarines, ecological collapse will already have reshaped world politicsUnder the terms of the government’s nuclear submarine purchase, the first Australian-built Aukus class vessels come into service in t…",Renewable energy
"Former vice-president says the Willow development will fatally undermine the effort to confront the climate crisisAl Gore has warned it would be “recklessly irresponsible” for Joe Biden’s administration to allow an enormous, controversial oil drilling project…",Renewable energy
New guidelines for $2bn carbon offsetting industry aim to guide buyers towards high-quality creditsNew quality standards for the $2bn carbon offsetting industry have been published to help guide buyers to high-quality credits following widespread concern that…,Renewable energy
The world this week,Renewable energy
The renewable energy juggernaut unveiled its latest investment.,Renewable energy
"I’ve been on the road this week, and by a stroke of luck I got to visit one of my favorite places in the world: the whale shark exhibit at the Georgia Aquarium in Atlanta.  The tank is massive, holding over 6 million gallons of water. Six full-sized whale sha…",Renewable energy
"European Union countries gave final approval on Tuesday to a landmark law to end sales of new CO2-emitting cars in 2035, after Germany won an exemption for cars running on e-fuels.",Renewable energy
"Oil and gas initiatives are a nonstarter in a Democrat-controlled Senate, Leader Schumer says. But Republicans’ energy priorities are a key pillar of the party’s election platform.",Renewable energy
"Despite being the industrial giant's weakest business, renewable energy is critical to the company's future.",Renewable energy
"The Vjosa River in Albania teems with more than 1,000 species, while rare vultures and Balkan lynx visit its banks. It has seen off the threat of a surge in barriers, but the shadow of development persistsThe fast-moving Vjosa River in Albania curves and brai…",Renewable energy
Risk-tolerant investors may be interested in this growth-oriented ETF.,Renewable energy
"As the planet veers ever closer to climate catastrophe, more and more people—and businesses—are working to lessen their impact on the planet. Cars are going electric, straws have gotten organic and even video game cases have gotten slimmer. One industry that’…",Renewable energy
"IKEA’s versatile solar-powered lamp lets you switch on virtual sun in planetary magnificenceIt’s high time we adopt alternative energy solutions like solar power for lighting up our homes. IKEA is heedful of this need, and so is...",Renewable energy
"Climate change is a planetary emergency. But it does not need to be our fate, writes Bronson Griscom.",Renewable energy
About 12% of the total global energy demand comes from heating and cooling homes and businesses. A new study suggests that using underground water to maintain comfortable temperatures could reduce consumption of natural gas and electricity in this sector by 4…,Renewable energy
"Whoever takes the reins in Scotland, statehood is surely an irresistible force‘Ane lecherous and bluidy Tyrant, slain be his nobillis in the viij yeare of his reign.” So the old chronicles record about quite a few Scottish kings. Succession to power has not o…",Renewable energy
"A new design could greatly increase the efficiency of tidal energy generation
The post Underwater kites harness energy from predictable tidal currents appeared first on Springwise.",Renewable energy
"Filed under:
 Government/Legal,Green,Plants/Manufacturing,Gas Prices,Infrastructure
 Continue reading U.S. oil production will remain 'historically high’ through 2050 — new government report
U.S. oil production will remain 'historically high’ through 2050 — n…",Renewable energy
"The story begins when the architect meets the investor in a networking session, because of the meditative sympathy from both. With the desire to bring a workspace with renewable energy for employees. From that topic, the architects at ARO took as the main ins…",Renewable energy
"Back in 2017 Apple moved its headquarters to the spaceship-like Apple Park, which runs on 100% renewable energy thanks to a massive installation of 17 megawatts of solar panels on to campus’ roof. There are other clever design elements like using natural vent…",Renewable energy
"Demonstrations at 90 sites are billed as first major action by older activists: ‘It’s not fair to ask 18-year-olds to solve this’Climate activists across the US will on Tuesday blockade branches of banks that finance fossil fuels, cutting up their credit card…",Renewable energy
The long and tortuous effort to regulate toxic chemicals in America has now come up against an ironic obstacle: anti-environmental lobbying by the manufacturers of batteries and other renewable energy technologies that rely on toxic substances. The successful…,Renewable energy
"Limiting global warming to 1.5 degrees Celsius above pre-industrial levels will require severely cutting greenhouse gas emissions in half by 2030. Doing so calls for the immediate, large-scale adoption of renewable energy like solar and wind, electrified tran…",Renewable energy
Brookfield Renewable should be able to keep up its winning ways.,Renewable energy
"A few preview photos of the latest Apple Store have been shared, ahead of the opening of Apple Gangnam on Friday March 31. It will be Apple’s fourth store in South Korea.
The new store features what Apple says is a unique facade which changes in appearance ac…",Renewable energy
"See what incentives, prices and installers are available if you're considering solar panels in the Hawkeye State.",Renewable energy
"Earlier this week, Apple shared some photos of its new retail store in South Korea’s Gangnam District. Now the company’s fourth store in the Asian country is finally open to the public, and it welcomes customers with a unique glass facade that changes appeara…",Renewable energy
"Are skyscrapers losing their luster as brag-worthy international objects? The Seoul Metropolitan Government has announced they're building, as an international attraction and object of wonder, the world's largest hubless ferris wheel.The Seoul Ring will be si…",Renewable energy
New law – condemned as ‘illegitimate giveaway to the oil and gas industry’ – requires state parks to be leased to interested partiesEnvironmental groups have launched a last-minute bid to halt an extraordinary new law in Ohio that requires government agencies…,Renewable energy
"Against the backdrop of a global energy crisis, it’s a good time to discuss the real energy cost of data centers, why they’ve become one of the world’s fastest-advancing industries, and how an argument could be made that they are a major driving force in the …",Renewable energy
"The race is on to develop a battery-powered aircraft. But not everyone’s convinced it will bring us closer to net-zero flightOn 16 December 2021, a group of men dressed in the sober, branded casual wear of the Silicon Valley startup gathered on the asphalt at…",Renewable energy
BBC environment correspondent Matt McGrath outlines the key takeaways from the latest IPCC report.,Renewable energy
"Filed under:
 Government/Legal,Green
 Continue reading Shell rules out more ambitious goal to cut customer emissions
Shell rules out more ambitious goal to cut customer emissions originally appeared on Autoblog on Sat, 18 Mar 2023 11:00:00 EDT. Please see our…",Renewable energy
Deforestation in Brazil's Amazon up in February  Reuters,Deforestation
"Satellites show record destruction for the month of February as new government tries to undo damage wreaked under BolsonaroDeforestation in Brazil’s Amazon rainforest rose in February to the highest level on record for the month, highlighting the scale of the…",Deforestation
"Verra will phase out the programme by mid-2025 after a Guardian investigation found it was flawed The world’s leading carbon credit certifier – used by Disney, Shell, Gucci and other big corporations for climate claims – has said it will phase out and replace…",Deforestation
"Goodbye, food standards. Hello, corporate lobbyists. Why are we doing this, for no real economic benefit? Last night, the government announced that Britain has joined a trade deal so contentious that it united Donald Trump, Hillary Clinton and Bernie Sanders …",Deforestation
Outrage as Indigenous communities claim company is operating on illegally deforested land and lacks environmental permitsThe US ambassador to Peru has sparked outrage among Indigenous groups and environmental NGOs by visiting a controversial palm oil company …,Deforestation
"Sophia Hammond, an 11-year-old Girl Scout, has become an outspoken critic of the Girl Scouts' use of palm oil in their cookies. Using her grandmother's recipes, she started making her own cookies after she discovering the connection between palm oil and defor…",Deforestation
How the world's biggest chocolate manufacturers—from Nestlé to Mars to Cadbury—rank on their commitment to environmental and human rights.,Deforestation
"For ProPublica, Al Shaw, Irena Hwang, and Caroline Chen explain the increased risk of spreading disease when there are fewer trees and physical barriers in between people: The implications of such …",Deforestation
Carbon uptake from regrowth does not offset emissions from deforestation.,Deforestation
"Palm oil and soy are two of the world’s largest drivers of deforestation, with the former destroying almost 25 million acres of forests in Indonesia and 47% of tree cover in Malaysia. A new method from agriculture company Terviva offers a climate-friendly alt…",Deforestation
A skin and hair product that uses a yeast oil with properties similar to palm oil aims to help reduce deforestation tied to palm oil production,Deforestation
"The ""Great Atlantic Sargassum Belt"" is a massive bloom of brown algae that stretches from the coast of West Africa to the Gulf of Mexico.",Deforestation
"This supposedly intangible, romantic thing is in fact rooted in something concrete and quantifiable: our material conditions<ul><li>In a series of short essays, writers consider what happiness means to them now, after the reckoning of the past few years</li><…",Deforestation
"The man in the trilby and bomber jacket – a dead ringer for comic Simon Day – was an eco-warrior before it was fashionable. Now he’s back, with big muesli plans and some thoughts on Greta ThunbergYou will remember Dave Angel: Eco Warrior as the Essex-based ex…",Deforestation
The Southeast Asian island-nation unveiled the construction site of its new capital.,Deforestation
"Latest IPCC report highlights key measures countries must take to avoid climate catastropheThe Intergovernmental Panel on Climate Change published the “synthesis report” of its sixth assessment report (AR6) on Monday. Eight years in preparation, this mammoth …",Deforestation
"A wonderful friend began sending me Bob Eckstein's watercolor postcards of famous, still existing, and no longer existing, brick-and-mortar bookstores from across the globe when I was laid up for a few months from an injury last year. Each postcard includes t…",Deforestation
"Deforestation in Brazil's Amazon rainforest in the first quarter of 2023 was one of the worst on record, according to official figures released on Friday.",Deforestation
"A swathe of the Amazon Rainforest almost twice the size of Luxembourg was destroyed by fire between 2003 and 2019. The area is in the southwest of Amazonas state, in Brazil's North region, and includes parts of nine municipalities with some of the worst susta…",Deforestation
Spike underscores challenge new President Luiz Inacio Lula da Silva faces to reverse years of environmental destruction.,Deforestation
Preliminary data finds deforestation in the month of March increased 14 percent over the same month last year.,Deforestation
"Google Earth has updated its Timelapse feature with new imagery from 2021 and 2022, so you can now watch changes to the landscape unfold across four decades.",Deforestation
Meeting is part of high-profile tour as Brazil’s president attempts to repair country’s reputation after the Bolsonaro eraOne of them wants the world to know his country is battling its way back to its former glory after three years of zero-Covid lockdowns an…,Deforestation
"Guilt over her role in concreting the landscape led Deema Assaf to set up Tayyun, dedicated to reforesting one of the world’s most arid countriesWalking along a path in Jordan’s Birgish forest, one of the very few remaining patches of woodland in one of the w…",Deforestation
"From acetate to bamboo to cupro, there’s an entire alphabet of fibre types on modern garment care labels. Here’s what those names really meanIt can often feel like you need a PhD in material science just to understand the textiles that appear on garment care …",Deforestation
Global warming both helps and hurts blacklegged ticks—which carry the bacteria that cause Lyme disease—depending on where they live.,Deforestation
"A pioneering global study has found deforestation and forests lost or damaged due to human and environmental change, such as fire and logging, are fast outstripping current rates of forest regrowth.",Deforestation
Cleaner fuels for cooking could improve health and be better for the environment.,Deforestation
"I've long been a fan of Edward Burtynsky's photographic surveys of humanity's impact on our environment, so I was eager to e",Deforestation
"Burritos and burgers from chains including Taco Bell, McDonald's, and Chipotle have cultlike followings, but all that beef is bad for the planet.",Deforestation
"NPR ventures into a Colombian emerald mine — which used to be more dangerous, with potential explosions inside and gunfights outside. The CEO, a former U.S. diplomat, says he wanted to change that.",Deforestation
"In mid March ProPublica published Al Shaw, Irena Hwang and Caroline Chen’s interactive article that explains how specific patterns of deforestation lead to an increasing in mixing zones where humans and wildlife are more likely to encounter one another. Why d…",Deforestation
"Agricultural certification can act as an incentive for coffee growers and other farmers to comply with laws designed to protect the environment, promoting their alignment with the current demands of society and the market, although it does not necessarily con…",Deforestation
"Mission-driven fashion label KROST wants to make a change through fashion.With the goal of raising awareness surrounding societal issues including gun reform, climate change and food insecurity, the brand highlights the aforementioned causes in each of its co…",Deforestation
"Tropical forests are often referred to as the ""lungs of the world"", describing the way their trees exchange gases with the atmosphere. By ""breathing in"" carbon dioxide and ""breathing out"" oxygen during photosynthesis, tropical forests remove about 15% of man-…",Deforestation
"CPTPP membership will result in more deforestation and endanger animal welfare, say campaignersThe UK’s membership of a Pacific trade agreement will result in more deforestation overseas, endanger animal welfare and “make a mockery” of the government’s enviro…",Deforestation
"Since taking up their roles in October, Will McCallum and Areeba Hamid have set about transforming the environmental group and expanding its scope to take on new challengesOn 24 July 2020, radical climate activists walked up to Greenpeace UK’s elegant 1930s H…",Deforestation
"New research published today in Communications Earth & Environment suggests that the Amazon rainforest and its Indigenous territories can absorb as much as 26,000 metric tons of dangerous pollutants released by fires every year, thus preventing thousands of c…",Deforestation
"Anthropogenic pressures and climate change are altering water flows worldwide. Better understanding, new economic thinking and an international governance framework are needed to stave off catastrophe.",Deforestation
Reduced palm oil tariffs undermine UK's commitment to greener supply chains,Deforestation
"Extreme weather conditions have become a topic of grave concern. Are floods, earthquakes, tornadoes and catastrophic storms the new normal? Just for a moment, let’s travel to a place where extreme weather has always been the norm: Lake Maracaibo in northweste…",Deforestation
"Although the business community has made progress toward climate goals since the 2015 Paris Agreement, fewer than one-fifth of net-zero targets set by national and subnational governments and only a third of the largest public corporations with net-zero targe…",Deforestation
"Climate change is a planetary emergency. But it does not need to be our fate, writes Bronson Griscom.",Deforestation
"As the world becomes increasingly aware of the impact of climate change, many businesses are seeking ways to mitigate their carbon footprint and embrace more sustainable practices. In the transportation industry, fleet maintenance is a key area where business…",Deforestation
The activist sought to draw attention to the Ontario government’s planned deforestation of the Canadian province’s green spaces.,Deforestation
Amazon has *6-Pack 42-Count Cottonelle GentlePlus Flushable Wipes w/ Aloe & Vitamin E* (252 Total Wipes) for $10.68 - $2.14 when you *'clip' the 20% off coupon* on product page - 5% when you check...,Deforestation
Tech solutions that are helping us tackle deforestation  Unilever,Deforestation
"A Ukrainian startup transforms urban biowaste into paper and packaging
The post Paper made from fallen leaves appeared first on Springwise.",Deforestation
"A new bio-based surfactant is not only more sustainable than traditional ones, but also lower-priced than other bio-surfactants
The post Sustainable ingredients for everyday consumer products appeared first on Springwise.",Deforestation
"Ditching diesel in attempt to shrink its carbon footprint
Amazon is moving from diesel to hydrotreated vegetable oil (HVO) to fuel the backup power generators for its datacenters in Europe, with sites in Ireland and Sweden the first to make the switch. The mo…",Deforestation
"Environmentalists question high grade given to JBS and accuse it of deforestation in the Amazon and under-reporting emissionsThe award of an A-minus sustainability grade to the world’s biggest meat company has raised eyebrows, hackles and kicked off a debate …",Deforestation
"by Al Shaw, Irena Hwang and Caroline Chen 
 In 2013, the worst Ebola outbreak in history started in a small village in southern Guinea, eventually tearing through West Africa. By the time it ended in 2016, more than 11,300 people were dead. Scientists have li…",Deforestation
"Growing edible mushrooms alongside trees can produce a valuable food source for millions of people while capturing carbon, mitigating the impact of climate change, a new study by University of Stirling scientists has found.",Deforestation
"More than 85% of the world's bird, mammal, and amphibian species live in mountains, particularly in forest habitats, but researchers report that these forests are disappearing at an accelerating rate. Globally, we have lost 78.1 million hectares (7.1%) of mou…",Deforestation
"Worker-owned restaurants, the first 3D-printed hotel, a zero-carbon DIY design movement and more The First 3D-Printed Hotel in the US On 62 acres in Marfa, Texas, design firm BIG, 3D-printing startup Icon and veteran hotelier Liz Lambert are building the firs…",Deforestation
"Kilifi will soon be able to boast the world's largest 3D-printed affordable housing complex. In February 2023, the first ten houses were completed.",Deforestation
"A new tool lists the emissions of 10,000 grocery store items. Here's what it's like to try and create a more climate-friendly grocery list.",Deforestation
"This post contains products independently chosen (and loved) by our editors and writers. Food52 earns a commission on qualifying purchases of the products we link to.
 
 As the temperatures begin to climb, our palates undergo a bit of a metamorphosis. The ful…",Deforestation
"Recovering forests offset just 26% of carbon emissions from new logging and wildfire, say scientists.",Deforestation
"The platform can be used to estimate the carbon removed by offset projects 
The post Satellite technology estimates nature-based carbon storage  appeared first on Springwise.",Deforestation
"Availability of modern seed varieties in developing countries has had positive effects on households’ well-being. Here, the authors show that without support to maintain soil fertility, access to modern seed varieties increases primary forest clearance in DR …",Deforestation
"An article published in the International Journal of Disaster Risk Reduction discusses Amazon Rainforest wildfire governance with local community participation in the so-called tri-national border region between Madre de Dios in Peru, Acre state in North Braz…",Deforestation
Britain’s biggest trade deal since Brexit faces claims of fuelling deforestation as the economy opens up to imports of Malaysian palm oil.,Deforestation
"Deforestation in Brazil's Amazon rainforest in the first quarter of 2023 was one of the worst on record, according to official figures released on Friday.In ...",Deforestation
"Its dam-building spree in pursuit of hydropower has led to the displacement of people, deforestation and disasters in the Himalayan region.",Deforestation
"A new study finds deforestation reduces rainfall in tropical rainforests, which has grave consequences for agriculture, drought and climate resilience.",Deforestation
"Reducing inequality could see the world population fall to 6 billion people. Plus, fish can sense each other’s fear, and how driverless cars can learn to handle the worst drivers on the road.",Deforestation
The Consumer Goods Forum,Deforestation
"More than 85% of the world's bird, mammal, and amphibian species live in mountains, particularly in forest habitats, but researchers report in the journal One Earth on March 17 that these forests are disappearing at an accelerating rate. Globally, we have los…",Deforestation
"River flows in New Zealand have changed dramatically over the past 50 to 90 years as the climate has varied, a new study has found.",Deforestation
It didn't get much attention when US President Joe Biden launched a biomanufacturing initiative last September.,Deforestation
"People close to former president said to be unsure whether he is serious about wanting to do a perp walk. Plus, eight things the world must do to avoid the worst of climate changeGood morning.Donald Trump has told advisers that he wants to be handcuffed when …",Deforestation
"Analysis of satellite-based data on recovering degraded and secondary forests in three tropical moist forest regions quantifies the amount of aboveground carbon accumulated, which counterbalanced one quarter of carbon emissions from old-growth forest loss bet…",Deforestation
Some countries have used up far more of the world&rsquo;s carbon budget&mdash;the amount we can emit and still avoid more extreme climate disruption&mdash;than others,Deforestation
"Over the past 20 years, coronaviruses in wild bat populations have led to three major disease outbreaks in humans: SARS in 2002, MERS in 2012 and COVID-19. The latter triggered an ongoing global pandemic. In turn, this has focused greater attention on zoonoti…",Deforestation
The EU in December agreed on a deforestation law that requires companies to produce a due diligence statement showing when and where their commodities were produced and provide &quot;verifiable&quot; information that they were not grown on land deforested aft…,Deforestation
"Architects are increasingly using mass timber in the hopes of creating net-zero buildings but carbon assessments are missing key sources of potential emissions, researchers tell Dezeen in this Timber Revolution feature. The standard method for determining a b…",Deforestation
Transparency is the key to bolstering carbon credit markets —giving companies greater insight into what rainforests are saved and how carbon credits get awarded.,Deforestation
"The regulation, which could severely limit the country's palm oil exports to European nations, has been strongly opposed by Kuala Lumpur.",Deforestation
The United States should join Europe in halting the import of beef and other goods linked to the deforestation of the critical rainforest region.,Deforestation
UK preparing to lift tariffs on palm oil from Malaysia as price for joinging  CPTPP trade agreement,Deforestation
"Seiko Epson Corporation (TSE: 6724, ""Epson"") today launched a three-year international partnership with global conservation organisation WWF focusing on...",Deforestation
"Carbon emissions from wildfires in boreal forests, the earth’s largest land biome and a significant carbon sink, spiked higher in 2021 than in any of the last 20 years, according to new research.  Boreal forests, which cover northern latitudes in parts of Nor…",Deforestation
"KOTA KINABALU: An environment report by a non-governmental organisation - RimbaWatch - depicting the state of forests in Sabah as being unsustainable and on the verge of going under the 50% targeted forest cover is not accurate, says the state chief forest co…",Deforestation
"Biodiversity is essential to all life on Earth – discover five solutions at ChangeNOW that are preserving the planet's ecosystems
The post Biodiversity-boosting solutions making a change in 2023 appeared first on Springwise.",Deforestation
"Batten down the hatches. Stay out of the water, and beware, because it’s coming. It isn’t a shark or a sea monster. No, this marine menace is…seaweed. More specifically, it's a massive blob of the stuff twice the width of the continental United States. And th…",Deforestation
"The world's tropical rainforests are still getting hit hard by deforestation. Now, scientists are finding that's having an expected impact: causing droughts.",Deforestation
