Unnamed: 0,TITLE,AUTHOR,PUBLISHER,DESCRIPTION,Label
10,Understanding Environmental Policy,Steven Cohen,Columbia University Press,"The first edition of this pragmatic course text emphasized the policy value of a ""big picture"" approach to the ethical, political, technological and scientific, economic, and management aspects of environmental issues. The text then applied this approach to real-world case examples involving leaking underground storage tanks, toxic waste cleanup, and the effects of global climate change. This second edition demonstrates the ongoing effectiveness of this framework to generating meaningful action and policy solutions to todayÕs urgent environmental issues. The text adds case examples concerning congestion taxes, e-waste, hydrofracking, and recent developments in global climate change and updates references and other materials throughout, incorporating the political and policy changes of the Obama AdministrationÕs first term and developments in national and global environmental issues.",Climate_policy
11,Carbon Captured,Matto Mildenberger,MIT Press,"A comparative examination of domestic climate politics that offers a theory for cross-national differences in domestic climate policymaking. Climate change threatens the planet, and yet policy responses have varied widely across nations. Some countries have undertaken ambitious programs to stave off climate disaster, others have done little, and still others have passed policies that were later rolled back. In this book, Matto Mildenberger opens the “black box” of domestic climate politics, examining policy making trajectories in several countries and offering a theoretical explanation for national differences in the climate policy process. Mildenberger introduces the concept of double representation—when carbon polluters enjoy political representation on both the left (through industrial unions fearful of job loss) and the right (through industrial business associations fighting policy costs)—and argues that different climate policy approaches can be explained by the interaction of climate policy preferences and domestic institutions. He illustrates his theory with detailed histories of climate politics in Norway, the United States, and Australia, along with briefer discussions of policies in in Germany, Japan, the United Kingdom, and Canada. He shows that Norway systematically shielded politically connected industrial polluters from costs beginning with its pioneering carbon tax; the United States, after the failure of carbon reduction legislation, finally acted on climate reform through a series of Obama administration executive actions; and Australia's Labor and Green parties enacted an emissions trading scheme, which was subsequently repealed by a conservative Liberal party government. Ultimately, Mildenberger argues for the importance of political considerations in understanding the climate policymaking process and discusses possible future policy directions.",Climate_policy
12,Climate Change and Social Movements,Eugene Nulman,Springer,Climate Change and Social Movements is a riveting and thorough exploration of three important campaigns to influence climate change policy in the United Kingdom. The author delves deep into the campaigns and illuminates the way policymakers think about and respond to social movements.,Climate_policy
13,Neoliberalism and Climate Policy in the United States,Robert MacNeil,Routledge,"This book explores how Washington’s efforts to act on climate change have been translated under conditions of American neoliberalism, where the state struggles to find a stable and legitimate role in the economy, and where environmental and industrial policy are enormously contentious topics. This original work conceptualizes US climate policy first and foremost as a question of innovation policy, with capital accumulation and market domination as its main drivers. It argues that US climate policy must be understood in the context of Washington’s broader efforts over the past four decades to dominate and monopolize novel high-tech markets, and its use of immense amounts of state power to achieve this end. From this perspective, many elements of US climate politics that seem confusing or contradictory actually appear to have an obvious and consistent logic. This book will be of particular interest to students and scholars of IPE, as well as individuals generally interested in gaining a stronger understanding of US climate politics and policy, and the role and influence of neoliberalism on contemporary economic governance.",Climate_policy
14,Climate Change,David G. Victor,Council on Foreign Relations,Council on Foreign Relations This book provides a balanced and comprehensive account of the issues involved in climate change and the range of domestic and foreign policy options available to American policymakers.,Climate_policy
15,Climate Change and Society,Riley E. Dunlap & Robert J. Brulle,"Oxford University Press, USA","Climate change is one of today's most important issues, presenting an intellectual challenge to the natural and social sciences. While there has been progress in natural science understanding of climate change, social science research has not been as fully developed. This collection of essays breaks new theoretical and empirical ground by presenting climate change as a thoroughly social phenomenon, embedded in our institutions and cultural practices.",Climate_policy
16,The Violence of Climate Change,Kevin J. O'Brien,Georgetown University Press,"Climate change is viewed as a primarily scientific, economic, or political issue. While acknowledging the legitimacy of these perspectives, Kevin J. O’Brien argues that we should respond to climate change first and foremost as a case of systematic and structural violence. Global warming is largely caused by the carbon emissions of the affluent, emissions that harm the poor first and worst. Climate change is violence because it divides human beings from one another and from the earth. O’Brien offers a constructive and creative response to this violence through practical examples of activism and nonviolent peacemaking, providing brief biographies of five Christians in the United States—John Woolman, Jane Addams, Dorothy Day, Martin Luther King Jr., and Cesar Chavez. These activists’ idealism, social commitment, and political savvy offer lessons of resistance applicable to the struggle against climate change and for social justice.",Climate_policy
17,Climate Change from the Streets,Michael Méndez,Yale University Press,"An urgent and timely story of the contentious politics of incorporating environmental justice into global climate change policy Although the science of climate change is clear, policy decisions about how to respond to its effects remain contentious. Even when such decisions claim to be guided by objective knowledge, they are made and implemented through political institutions and relationships—and all the competing interests and power struggles that this implies. Michael Méndez tells a timely story of people, place, and power in the context of climate change and inequality. He explores the perspectives and influence low‑income people of color bring to their advocacy work on climate change. In California, activist groups have galvanized behind issues such as air pollution, poverty alleviation, and green jobs to advance equitable climate solutions at the local, state, and global levels. Arguing that environmental protection and improving public health are inextricably linked, Mendez contends that we must incorporate local knowledge, culture, and history into policymaking to fully address the global complexities of climate change and the real threats facing our local communities.",Climate_policy
18,Understanding Climate Change,Sarah L. Burch & Sara E. Harris,University of Toronto Press,"The second edition of Understanding Climate Change provides readers with a concise, accessible, and holistic picture of the climate change problem, including both the scientific and human dimensions.",Climate_policy
19,An Introduction to Climate Change Economics and Policy,Felix FitzRoy & Elissaios Papyrakis,Routledge,"The 2nd edition of ""An Introduction to Climate Change Economics and Policy ""explains the key scientific, economic and policy issues related to climate change in a completely up-to-date introduction for anyone interested, and students at all levels in various related courses, including environmental economics, international development, geography, politics and international relations. FitzRoy and Papyrakis highlight how economists and policymakers often misunderstand the science of climate change, underestimate the growing threat to future civilization and survival and exaggerate the costs of radical measures needed to stabilize the climate. In contrast, they show how direct and indirect costs of fossil fuels particularly the huge health costs of local pollution actually exceed the investment needed for transition to an almost zero carbon economy in two or three decades using available technology.""",Climate_policy
20,Farming for Our Future,PETER H.. ROSENBERG LEHNER (NATHAN A.) & Nathan Rosenberg,~Publisher not available~,"Farming for Our Future examines the policies and legal reforms necessary to accelerate the adoption of practices that can make agriculture in the United States climate-neutral or better. These proven practices will also make our food system more resilient to the impacts of climate change. Agriculture's contribution to climate change is substantial--much more so than official figures suggest--and we will not be able to achieve our overall mitigation goals unless agricultural emissions sharply decline. Fortunately, farms and ranches can be a major part of the climate solution, while protecting biodiversity, strengthening rural communities, and improving the lives of the workers who cultivate our crops and rear our animals. The importance of agricultural climate solutions can not be underestimated; it is a critical element both in ensuring our food security and limiting climate change. This book provides essential solutions to address the greatest crises of our time.",Climate_policy
21,Turning Down the Heat,H. Compston & I. Bailey,Springer,This study analyses the politics of climate policy in a range of affluent democracies and at EU level in order to identify political strategies that would make it easier for governments to make major cuts in greenhouse gas emissions without sustaining significant political damage.,Climate_policy
22,The Climate Change Playbook,Dennis Meadows & Linda Booth Sweeney & Gillian Martin Mehers,Chelsea Green Publishing,"""The simple, interactive exercises in The Climate Change Playbook can help citizens better understand climate change, diagnose its causes, anticipate its future consequences, and effect constructive change. Adapted from The Systems Thinking Playbook, the twenty-two games are now specifically relevant to climate-change communications and crafted for use by experts, advocates, and educators. Illustrated guidelines walk leaders through setting each game up, facilitating it, and debriefing participants. Users will find games that are suitable for a variety of audiences--whether large and seated, as in a conference room, or smaller and mobile, as in a workshop, seminar, or meeting.",Climate_policy
23,Climate Change,John T. Hardy,John Wiley & Sons,"Human-induced climate change is a serious concern, drawing increasing attention from the media, policy makers and citizens around the world. This comprehensive and thought-provoking volume explains in easily understandable language the potential effects of climate change on our planet and our lives. Climate Change: Causes, Effects and Solutions examines the latest scientific findings without any advanced technical knowledge. It goes beyond a description of changes in the physical environment to consider the broader issues of ecological, economic and human effects of climate change. The book explains: the causes and effects of climate change from a natural and human environment perspective. mitigation options and policies that could reduce the impacts of climate change. global impacts - with case studies are taken from North America, Europe, Australasia and elsewhere. Essential reading for undergraduates and general readers who want to heighten their knowledge and understanding of this important problem.",Climate_policy
24,EU Climate Policy,Elin Lerum Boasson & Mr Jørgen Wettestad,"Ashgate Publishing, Ltd.","Climate policy is today a significant area of EU governance, providing important framework conditions for many industries. But how has EU climate policy developed? This book offers structured, comparative case studies of the development of four central climate policies: emissions trading systems, renewables, carbon capture and storage, and energy policy for buildings, examining the intriguing similarities and differences in how these have taken shape. Combining sociological New Institutionalism and political science theories in a novel and engaging way, Elin Lerum Boasson and Jørgen Wettestad explore and explain the history of EU climate policy. What emerges are fascinating stories - of skilled entrepreneurs who have managed to create and exploit political windows of opportunity, and of more long-term path-dependent developments. Drawing on more than 60 interviewees, the authors present accounts never told before, providing a valuable and timely contribution to our knowledge of environmental management and EU integration. This book is a must-read for all those seeking to understand the driving forces in EU climate policy and recognize its prospects for the future.",Climate_policy
25,"Firms, Governments, and Climate Policy",Carlo Carraro & Christian Egenhofer,Edward Elgar Publishing,"The Kyoto Protocol to reduce greenhouse gases (GHGs) in the majority of industrialised countries is the first small step on the way to an effective climate policy. In the long-term, climate policy will call for greater GHG reductions and the full participation of the global community. The five integrated chapters of this book review theoretical findings and empirical evidence in the search for the right incentives which could induce firms and governments to undertake GHG abatement measures. This book analyses the policy mixes that provide the best possible incentives for firms and governments to act on climate change and sign up to international climate agreements. In doing so, the authors address a multitude of related issues including the linkages between flexible mechanisms and voluntary agreements; regulation and taxation; the opportunities and barriers of the Kyoto Protocol for industry; and the incentives for firms to undertake climate-related R&D and investments. As well as illustrating the environmental benefits and cost-effectiveness of alternative policy mixes in reducing GHG emissions, the authors also offer sensible policy prescriptions for increasing the numbers of countries that ratify and implement climate agreements. Environmental and resource economists, environmental scientists, climate analysts and policymakers should all read this book which offers an authoritative contribution to what is arguably the most critical contemporary environmental policy issue.",Climate_policy
26,A Climate Policy Revolution,Roland Kupers,~Publisher not available~,"""In this book, Roland Kupers argues that the climate crisis is well suited to the bottom-up, rapid, and revolutionary change complexity science theorizes; he succinctly makes the case that complexity science promises policy solutions to address climate change""--",Climate_policy
27,EU Climate Change Policy,Marjan Peeters & Kurt Deketelaere,Edward Elgar Pub,"'. . . this excellent edited collection assembled by Peeters and Deketelaere on the achievements of EU climate change policy is a very timely publication. They have brought together nineteen distinguished, mostly European scholars, on climate law and policy to provide an informative account of the flurry of initiatives.' - Benjamin J. Richardson, Maastricht Journal of European and Comparative Law",Climate_policy
28,Statehouse and Greenhouse,Barry G. Rabe,Rowman & Littlefield,"No environmental issue triggers such feelings of hopelessness as global climate change. Many areas of the world, including regions of the United States, have experienced a wide range of unusually dramatic weather events recently. Much climate change analysis forecasts horrors of biblical proportions, such as massive floods, habitat loss, species loss, and epidemics related to warmer weather. Such accounts of impending disaster have helped trigger extreme reactions, wherein some observers simply dismiss global climate change as, at the very worst, a minor inconvenience requiring modest adaptation. It is perhaps no surprise, therefore, that an American federal government known for institutional gridlock has accomplished virtually nothing in this area in the last decade. Policy inertia is not the story of this book, however. Statehouse and Greenhouse examines the surprising evolution of state-level government policies on global climate change. Environmental policy analyst Barry Rabe details a diverse set of innovative cases, offering detailed analysis of state-level policies designed to combat global warming. The book explains why state innovation in global climate change has been relatively vigorous and why it has drawn so little attention thus far. Rabe draws larger potential lessons from this recent flurry of American experience. Statehouse and Greenhouse helps to move debate over global climate change from bombast to the realm of what is politically and technically feasible.",Climate_policy
29,Climate Change Science and Policy,Stephen H. Schneider,Island Press,"This is the mcomprehensive and currreference resource on climate change available today. It features forty-nine individual chapters by some of the world’s leading climate scientists. Its five sections address climate change in five dimensions: ecological impacts, policy analysis, international considerations, United States considerations, and mitigation options to reduce carbon emissions. In many ways, this volume supersedes the Fourth AssessmReport of the Intergovernmental Panel on Climate Change (IPCC). Many important developments too recto be treated in the 2007 IPCC documents are covered here. Overall, Climate Change Science and Policy paints a direr picture of the effects of climate change than do the IPCC reports. It reveals that climate change has progressed faster than the IPCC reports anticipated and that the outlook for the future is bleaker than the IPCC reported.",Climate_policy
30,The Kyoto Protocol,Sebastian Oberthür & Hermann E. Ott,Springer Science & Business Media,"The adoption of the Kyoto Protocol in December 1997 was a major achievement in the endeavour to tackle the problem of global climate change at the dawn of the 21st century. After many years of involvement in the negotiation process, the book's two internationally recognised authors now offer the international community a first hand and inside perspective of the debate on the Kyoto Protocol. The book provides a comprehensive scholarly analysis of the history and content of the Protocol itself as well as of the economic, political and legal implications of its implementation. It also presents a perspective for the further development of the climate regime. These important features make this book an indispensable working tool for policy makers, negotiators, academics and all those actively involved and interested in climate change issues in both the developed and developing world.",Climate_policy
31,Climate Policy Integration into EU Energy Policy,Claire Dupont,Routledge,"Climate change is a cross-cutting, long-term, global problem that presents policymakers with many challenges in their efforts to respond to the issue. Integrating climate policy objectives into the elaboration and agreement of policy measures in other sectors represents one promising method for ensuring coherent policies that respond adequately to the climate change challenge. This book explores the integration of long-term climate policy objectives into EU energy policy. It engages in-depth empirical analysis on the integration of climate policy objectives into renewable energy policy; energy performance of buildings; and policies in support of natural gas importing infrastructure. The book describes insufficient levels of climate policy integration across these areas to achieve the long-term policy goals. A conceptual framework to find reasons for insufficient integration levels is developed and applied. This book is a valuable resource for students, researchers, academics and policymakers interested in environmental, climate change and energy policy development in the EU, particularly from the perspective of long-term policy challenges. The book adds to scholarly literature on policy integration and EU integration, and contributes to new and developing research about EU decarbonisation.",Climate_policy
32,Climate Economics,Richard S. J. Tol,Edward Elgar Publishing,"This unique textbook offers comprehensive coverage of the economics of climate change and climate policy, and is a suitable guide for advanced undergraduate, post-graduate, and doctoral students. Topics discussed include the costs and benefits of adaptation and mitigation, discounting, uncertainty, policy instruments, and international agreements.Key features of the second edition: * In-depth treatment of the economics of climate change* careful explanations of concepts and their application to climate policy* customizable integrated assessment model that illustrates all issues discussed* specific usage guidelines for each level of reader* companion website featuring data, extra reading, quizzes, videos, and more to support seminar sessions and further exploration of the topic* discussion of the latest developments in theory and policy* a stronger empirical basis than the first edition. This book is an essential text for advanced undergraduate and masters students in economics, climate change, and environmental policy, and an excellent resource for researchers and practitioners looking for a key text to support them across all of their teaching.",Climate_policy
33,A Perfect Moral Storm,Stephen M. Gardiner,Oxford University Press,"Climate change is arguably the great problem confronting humanity, but we have done little to head off this looming catastrophe. In The Perfect Moral Storm, philosopher Stephen Gardiner illuminates our dangerous inaction by placing the environmental crisis in an entirely new light, considering it as an ethical failure. Gardiner clarifies the moral situation, identifying the temptations (or ""storms"") that make us vulnerable to a certain kind of corruption. First, the world's most affluent nations are tempted to pass on the cost of climate change to the poorer and weaker citizens of the world. Second, the present generation is tempted to pass the problem on to future generations. Third, our poor grasp of science, international justice, and the human relationship to nature helps to facilitate inaction. As a result, we are engaging in willful self-deception when the lives of future generations, the world's poor, and even the basic fabric of life on the planet is at stake. We should wake up to this profound ethical failure, Gardiner concludes, and demand more of our institutions, our leaders and ourselves. ""This is a radical book, both in the sense that it faces extremes and in the sense that it goes to the roots."" —Notre Dame Philosophical Reviews ""The book's strength lies in Gardiner's success at understanding and clarifying the types of moral issues that climate change raises, which is an important first step toward solutions."" —Science Magazine ""Gardiner has expertly explored some very instinctual and vitally important considerations which cannot realistically be ignored. —Required reading."" —Green Prophet ""Gardiner makes a strong case for highlighting and insisting on the ethical dimensions of the climate problem, and his warnings about buck-passing and the dangerous appeal of moral corruptions hit home."" —Times Higher Education ""Stephen Gardiner takes to a new level our understanding of the moral dimensions of climate change. A Perfect Moral Storm argues convincingly that climate change is the greatest moral challenge our species has ever faced - and that the problem goes even deeper than we think."" —Peter Singer, Princeton University",Climate_policy
34,Climate Policy Assessment for India,~Author not available~,Universities Press,"The Asia-Pacific Integrated Model (Aim) Brings Together Models Belonging To Diverse Disciplines For Analysing Policies On Climate Change, Pollution Management And Ecosystems Preservation. The Focus Of Aim Is On National And Regional Policy Assessments In The Asia-Pacific Region And Their Interface With Global Economic And Environmental Regimes. In This Book, Climate Change Policy Assessment Studies For India Using Top-Down (Macroeconomic) And Bottom-Up (Techno-Economic) Models Belonging To The Aim Family Are Presented. The Book Will Be Of Particular Interest To Policymakers, Modelers, Researchers And Research Networks Interested In The Areas Of Development, Energy, Environment And Climate Change.",Climate_policy
35,The Actual US Climate Policy In Comparison With The Global Climate Protection And The Interrelation With The US Economy,Jan Hollmann,GRIN Verlag,"Seminar paper from the year 2002 in the subject Engineering - Industrial Engineering and Management, grade: 2,3 (B), Pforzheim University (Industrial Engineering), course: Foreign Languages Department Seminar, 15 entries in the bibliography, language: English, abstract: Climate Change is a growing threat to the United States and all other nations. But what are the world's countries doing about it? Some details of this answer are listed in this project. Global warming is a global problem that requires a global solution. Many American citizens begin to take action to fight climate change and its consequences because in the past environmental problems were not on the agenda in the US politics - except in California where climate problems were treated exemplary. A growing number of state and local Governments and private companies in the USA are stepping forward to address climate change with reasonable, creative, cost-effective strategies to reduce greenhouse gas emissions. But is it enough to preserve our environment and our climate? The US President called global warming ""the greatest environmental challenge of the 21st century"" and urge all Americans to help find solutions to this important problem. Nevertheless the USA represented itself as “refusenik” for any agreements in climate policies during the last climate conferences (COPs).",Climate_policy
36,Climate Change,Mark Maslin,Oxford University Press,"""Climate Change: A Very Short Introduction examines the science, the history and the politics of climate change. Drawing on the latest science from the recent IPCC reports, this VSI examines the potential catastrophic impacts of climate change in the future. Global awareness of climate change has grown very rapidly, as shown by the wide support for campaigners like Greta Thunberg and groups like Extinction Rebellion, and the declaration by many governments that we are now in a climate emergency. It is a threat that forces us to examine the whole basis of modern society. This VSI explores the geopolitical, economic, technological, and social solutions to climate change, and argues for new modes of thinking in tackling the climate crisis""-- Provided by publisher.",Climate_policy
37,U.S. Climate Policy: Change of Power = Change of Heart - New Presidential Order vs. Laws & Actions of the Former President,White House & U.S. Department of the Interior,e-artnow,"The new climate policy of the United States was introduced when President Donald Trump signed an Executive order on ""Promoting Energy Independence and Economic Growth"" on March 28th 2017. This Order completely annulets climate policy of the former President Barack Obama. Get a direct insight in a complete climate policy and plans of Barack Obama, together with the changes made by the new President. This collection will display the straightforward impartial information through the concrete government documents and legislation. Contents: Barack Obama's Climate Policies: Climate and Energy Accomplishment Barack Obama's Climate Action Plan Discretionary Programmatic Environmental Impact Statement to Modernize the Federal Coal Program Executive Orders: Preparing the United States for the Impacts of Climate Change Planning for Federal Sustainability in the Next Decade Presidential Memorandum: Climate Change and National Security Paris Agreement Donald Trump's Climate Policies: Executive Order: Promoting Energy Independence and Economic Growth Remarks by President Trump at Signing of Executive Order to Create Energy Independence",Climate_policy
38,The Second Media Age,Mark Poster,John Wiley & Sons,"This book examines the implications of new communication technologies in the light of the most recent work in social and cultural theory and argues that new developments in electronic media, such as the Internet and Virtual Reality, justify the designation of a ""second media age"".",Climate_policy
39,Research Handbook on Climate Change Adaptation Policy,E. C. H. Keskitalo & Benjamin L. Preston,Edward Elgar Publishing,"This topical and engaging Research Handbook illustrates the variety of research approaches in the field of climate change adaptation policy in order to provide a guide to its social and institutional complexity. A range of international expert contributors offer interdisciplinary explorations of climate change adaptation policy from policy sciences, legal, and practitioner perspectives. Using examples from a variety of sectors including water, health and land use, and multiple levels of governance and country contexts, from international to local, and developing to developed countries, the chapters examine a wealth of theoretical orientations towards climate change adaptation policy and their underpinnings. In doing so, this Research Handbook provides an understanding of the complexity of the institutions, decision-makers and assumptions that are involved in adaptation research as well as adaptation policy development and implementation. This Research Handbook will be an indispensable resource for both researchers and practitioners in climate change adaptation with an interest in the research methods and policies that support and advance it. Undergraduate and postgraduate students of environmental studies, public policy and politics will also find this book provides a valuable foundation for building a deeper knowledge of adaptation science and policy.",Climate_policy
