Unnamed: 0,TITLE,AUTHOR,PUBLISHER,DESCRIPTION,Label
25,Disposable City,Mario Alejandro Ariza,Bold Type Books,"A deeply-reported personal investigation by a Miami journalist into the present and future effects of climate change in the Magic City-a watery harbinger for coastal cities worldwide. Miami, Florida, is likely to be entirely underwater by the end of this century. Residents are already starting to see the effects of sea level rise today. From sunny day flooding caused by higher tides to a sewer system on the brink of total collapse, the city undeniably lives in a climate changed world. In Disposable City, Miami resident Mario Alejandro Ariza shows us not only what climate change looks like on the ground today, but also what Miami will look like 100 years from now, and how that future has been shaped by the city's racist past and present. As politicians continue to kick the can down the road and Miami becomes increasingly unlivable, real estate vultures and wealthy residents will be able to get out or move to higher ground, but the most vulnerable communities, disproportionately composed of people of color, will face flood damage, rising housing costs, dangerously higher temperatures, and stronger hurricanes that they can't afford to escape. Miami may be on the front lines of climate change, but the battle it's fighting today is coming for the rest of the U.S.--and the rest of the world--far sooner than we could have imagined even a decade ago. Disposable City is a thoughtful portrait of both a vibrant city with a unique culture and the social, economic, and psychic costs of climate change that call us to act before it's too late.",climate_change
26,Climate Maps,Ian F. Mahaney,"The Rosen Publishing Group, Inc",Explains how to read and understand a climate map.,climate_change
27,Tales of Two Planets,John Freeman,Penguin,"Building from his acclaimed anthology Tales of Two Americas, beloved writer and editor John Freeman draws together a group of our greatest writers from around the world to help us see how the environmental crisis is hitting some of the most vulnerable communities where they live. In the past five years, John Freeman, previously editor of Granta, has launched a celebrated international literary magazine, Freeman's, and compiled two acclaimed anthologies that deal with income inequality as it is experienced. In the course of this work, one major theme came up repeatedly: Climate change is making already dire inequalities much worse, devastating further the already devastated. But the problems of climate change are not restricted to those from the less developed world. Galvanized by his conversations with writers and activists around the world, Freeman engaged with some of today's most eloquent storytellers, many of whom hail from the places under the most acute stress--from the capital of Burundi to Bangkok, Thailand. The response has been extraordinary. Margaret Atwood conjures with a dys¬topian future in a remarkable poem. Lauren Groff whisks us to Florida; Edwidge Danticat to Haiti; Tahmima Anam to Bangladesh; Yasmine El Rashidi to Egypt, while Eka Kurniawan brings us to Indonesia, Chinelo Okparanta to Nigeria, and Anuradha Roy to the Himalayas in the wake of floods, dam building, and drought. This is a literary all-points bulletin of fiction, essays, poems, and reportage about the most important crisis of our times.",climate_change
28,Climate-Challenged Society,John S. Dryzek & Richard B. Norgaard & David Schlosberg,Oxford University Press,"A short accessible introductory treatment of how climate change affects society, and how social, economic, and political systems can, do, and should respond.",climate_change
29,How to Avoid a Climate Disaster,Bill Gates,~Publisher not available~,"Bill Gates has spent a decade investigating the causes and effects of climate change. With the help of experts in the fields of physics, chemistry, biology, engineering, political science, and finance, he has focused on what must be done in order to stop the planet's slide toward certain environmental disaster. In this book, he not only explains why we need to work toward net-zero emissions of greenhouse gases, but also details what we need to do to achieve this profoundly important goal. He gives us a clear-eyed description of the challenges we face. Drawing on his understanding of innovation and what it takes to get new ideas into the market, he describes the areas in which technology is already helping to reduce emissions, where and how the current technology can be made to function more effectively, where breakthrough technologies are needed, and who is working on these essential innovations. Finally, he lays out a concrete, practical plan for achieving the goal of zero emissions-suggesting not only policies that governments should adopt, but what we as individuals can do to keep our government, our employers, and ourselves accountable in this crucial enterprise. As Bill Gates makes clear, achieving zero emissions will not be simple or easy to do, but if we follow the plan he sets out here, it is a goal firmly within our reach.",climate_change
30,Using Climate Maps,Rebecca E. Hirsch,Lerner Digital ™,"Audisee® eBooks with Audio combine professional narration and text highlighting for an engaging read aloud experience! Ever wonder which states are the cloudiest? Or what city gets the most snow? Climate maps can tell you. They show average weather conditions—in your neighborhood, around the world, or even on Mars! But how do you read a climate map? And how are these maps made? Read on to learn the details!",climate_change
31,Urbanism in the Age of Climate Change,Peter Calthorpe,Island Press,"“Cities are green” is becoming a common refrain. But Calthorpe argues that a more comprehensive understanding of urbanism at the regional scale provides a better platform to address climate change. In this groundbreaking new work, he shows how such regionally scaled urbanism can be combined with green technology to achieve not only needed reductions in carbon emissions but other critical economies and lifestyle benefits. Rather than just providing another checklist of new energy sources or one dimensional land use alternatives, he combines them into comprehensive national growth scenarios for 2050 and documents their potential impacts. In so doing he powerfully demonstrates that it will take an integrated approach of land use transformation, policy changes, and innovative technology to transition to a low carbon economy. To accomplish this Calthorpe synthesizes thirty years of experience, starting with his ground breaking work in sustainable community design in the 1980s following through to his current leadership in transit-oriented design, regional planning, and land use policy. Peter Calthorpe shows us what is possible using real world examples of innovative design strategies and forward-thinking policies that are already changing the way we live. This provocative and engaging work emerges from Calthorpe’s belief that, just as the last fifty years produced massive changes in our culture, economy and environment, the next fifty will generate changes of an even more profound nature. The book, enhanced by its superb four-color graphics, is a call to action and a road map for moving forward.",climate_change
32,Climate Change and Social Movements,Eugene Nulman,Palgrave Macmillan,"Climate Change and Social Movements is a riveting and thorough exploration of three important campaigns to influence climate change policy in the United Kingdom. Social movement organizations and activists worked together to pass legislation on emissions targets, oppose the construction of carbon-intensive infrastructure and establish a public bank that would increase investment into renewable energy and energy efficient technology. What impact did the campaigns have on policy? When was the timing ripe for activists to win their demands? How were these social movement organizations and groups able to effect policy and what strategies were involved? The author answers all of these questions and more by delving deep into the campaigns and illuminating the way policymakers think about and respond to social movements.",climate_change
33,Climate and Human Migration,Robert A. McLeman,Cambridge University Press,"Studies warn that global warming and sea level rise will create hundreds of millions of environmental refugees. While climate change will undoubtedly affect future migration patterns and behavior, the potential outcomes are far more complex than the environmental refugee scenario suggests. This book provides a comprehensive review of how physical and human processes interact to shape migration, using simple diagrams and models to guide the researcher, policy maker, and advanced student through the climate-migration process. The book applies standard concepts and theories used in climate and migration scholarship to explain how events such as Hurricane Katrina, the Dust Bowl, African droughts, and floods in Bangladesh and China have triggered migrations that haven't always fit the environmental refugee storyline. Lessons from past migrations are used to predict how future migration patterns will unfold in the face of sea level rise, food insecurity, and political instability, and to review options for policy makers.",climate_change
34,Climate Change and Cultural Dynamics,David G. Anderson & Kirk Maasch & Daniel H. Sandweiss,Elsevier,"The Middle Holocene epoch (8,000 to 3,000 years ago) was a time of dramatic changes in the physical world and in human cultures. Across this span, climatic conditions changed rapidly, with cooling in the high to mid-latitudes and drying in the tropics. In many parts of the world, human groups became more complex, with early horticultural systems replaced by intensive agriculture and small-scale societies being replaced by larger, more hierarchial organizations. Climate Change and Cultural Dynamics explores the cause and effect relationship between climatic change and cultural transformations across the mid-Holocene (c. 4000 B.C.). Explores the role of climatic change on the development of society around the world Chapters detail diverse geographical regions Co-written by noted archaeologists and paleoclimatologists for non-specialists",climate_change
35,Storming the Wall,Todd Miller,City Lights Open Media,"Fast-paced frontline reportage chronicling how climate change is accelerating migration, border build-up, and militarization in the US and beyond.",climate_change
36,Climate Change,William James Burroughs,Cambridge University Press,"Updated textbook on climate change for courses in meteorology, oceanography, environmental science, earth science and geography.",climate_change
37,The Oxford Handbook of Organizational Climate and Culture,Benjamin Schneider & Karen M. Barbera,Oxford Library of Psychology,"The Oxford Handbook of Organizational Climate and Culture presents the breadth of topics from Industrial and Organizational Psychology and Organizational Behavior through the lenses of organizational climate and culture. The Handbook reveals in great detail how in both research and practice climate and culture reciprocally influence each other. The details reveal the many practices that organizations use to acquire, develop, manage, motivate, lead, and treat employees both at home and in the multinational settings that characterize contemporary organizations. Chapter authors are both expert in their fields of research and also represent current climate and culture practice in five national and international companies (3M, McDonald's, the Mayo Clinic, PepsiCo and Tata). In addition, new approaches to the collection and analysis of climate and culture data are presented as well as new thinking about organizational change from an integrated climate and culture paradigm. No other compendium integrates climate and culture thinking like this Handbook does and no other compendium presents both an up-to-date review of the theory and research on the many facets of climate and culture as well as contemporary practice. The Handbook takes a climate and culture vantage point on micro approaches to human issues at work (recruitment and hiring, training and performance management, motivation and fairness) as well as organizational processes (teams, leadership, careers, communication), and it also explicates the fact that these are lodged within firms that function in larger national and international contexts.",climate_change
38,Encyclical on Climate Change and Inequality,Pope Francis,National Geographic Books,"The complete text of Laudato Si’, the landmark encyclical letter from Pope Francis that, as Time magazine reported, “rocked the international community” In the Encyclical on Climate Change and Inequality, the beloved Pope exhorts the world to combat environmental degradation and its impact on the poor. In a stirring, clarion call that is not merely aimed at Catholic readers but rather at a wide, lay audience, the Pope cites the overwhelming scientific evidence of climate change, and does not hesitate to detail how it is the result of a historic level of unequal distribution of wealth. It is, in short, as the New York Times labeled it, “An urgent call to action . . . intended to persuade followers around the world to change their behavior, in hopes of protecting a fragile planet.” With an insightful and informative introduction by Harvard professor Naomi Oreskes, famed for her bestselling Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming.",climate_change
39,Carbon Inequality,DARIO. KENNER,Routledge,"With a specific focus on the United States and the United Kingdom, Carbon Inequality studies the role of the richest people in contributing to climate change via their luxury consumption and their investments. In an innovative contribution, it attempts to quantify personal responsibility for shareholdings in large fossil fuel companies. This book explores the implications of the richest people's historic responsibility for global warming, the impacts of which affect them less than most others in global society. Kenner analyses how the richest people running large oil and gas companies have successfully used their political influence to lobby the US and UK government. This assessment of their growing political power is particularly pertinent at a time of increasing inequality and growing public awareness of the impact of climate change. The book also highlights the crucial role of the richest in blocking the low-carbon transition in the US and the UK, exploring how this could be countered to ensure fossil fuels are fully replaced by renewable energy. This book will be of great relevance to scholars and policy makers with an interest in inequality, climate change and sustainability transitions.",climate_change
