Unnamed: 0,TITLE,AUTHOR,PUBLISHER,DESCRIPTION,Label
10,Climate Justice,Dominic Roser & Christian Seidel,Taylor & Francis,"The link between justice and climate change is becoming increasingly prominent in public debates on climate policy. This clear and concise philosophical introduction to climate justice addresses the hot topic of climate change as a moral challenge. Using engaging everyday examples the authors address the core arguments by providing a comprehensive and balanced overview of this heated debate, enabling students and practitioners to think critically about the subject area and to promote discussion on questions such as: Why do anything in the face of climate change? How much do we owe our descendants – a better world, or nothing at all? How should we distribute the burden of climate action between industrialized and developing countries? Should I adopt a green lifestyle even if no one else makes an effort? Which means of reducing emissions are permissible? Should we put hope in technological solutions? Should we re-design democratic institutions for more effective climate policy? With chapter summaries, illustrative examples and suggestions for further reading, this book is an ideal introduction for students in political philosophy, applied ethics and environmental ethics, as well as for practitioners working on one of the most urgent issues of our time.",Climate_justice
11,Toward Climate Justice,Brian Tokar,~Publisher not available~,"The call for Climate Justice promises a renewed grassroots response to the climate crisis. This emerging movement is rooted in land-based and urban communities around the world that have experienced the most severe impacts of global climate changes. Climate Justice highlights the social justice and human rights dimensions of the crisis, using creative direct action to press for real, systemic changes. Toward Climate Justice explains the case for Climate Justice, challenges the myths underlying carbon markets and other false solutions, and looks behind the events that have obstructed the advance of climate policies at the UN and in the US Congress. This fully revised edition includes numerous updates on current climate science and politics worldwide. Drawing on more than three decades of political engagement with energy and climate issues, author Brian Tokar shows how the perspective of social ecology can point the way toward an ecological reconstruction of society.? ?",Climate_justice
12,Climate Change Justice,Eric A. Posner & David Weisbach,Princeton University Press,"A provocative contribution to the climate justice debate Climate change and justice are so closely associated that many people take it for granted that a global climate treaty should—indeed, must—directly address both issues together. But, in fact, this would be a serious mistake, one that, by dooming effective international limits on greenhouse gases, would actually make the world's poor and developing nations far worse off. This is the provocative and original argument of Climate Change Justice. Eric Posner and David Weisbach strongly favor both a climate change agreement and efforts to improve economic justice. But they make a powerful case that the best—and possibly only—way to get an effective climate treaty is to exclude measures designed to redistribute wealth or address historical wrongs against underdeveloped countries. In clear language, Climate Change Justice proposes four basic principles for designing the only kind of climate treaty that will work—a forward-looking agreement that requires every country to make greenhouse-gas reductions but still makes every country better off in its own view. This kind of treaty has the best chance of actually controlling climate change and improving the welfare of people around the world.",Climate_justice
13,Climate Justice and the Economy,Stefan Gaarsmand Jacobsen,Routledge,"As climate change has increasingly become the main focus of environmentalist activism since the late 1990s, the global economic drivers of CO2 emissions are now a major concern for radical greens. In turn, the emphasis on connected crises in both natural and social systems has attracted more activists to the Climate Justice movement and created a common cause between activists from the Global South and North. In the absence of a pervasive narrative of transnational or socialist economic planning to prevent catastrophic climate change, these activists have been eager to engage with advanced knowledge and ideas on political and economic structures that diminish risks and allow for new climate agency. This book breaks new ground by investigating what kind of economy the Climate Justice movement is calling for us to build and how the struggle for economic change has unfolded so far. Examining ecological debt, just transition, indigenous ecologies, social ecology, community economies and divestment among other topics, the authors provide a critical assessment and a common ground for future debate on economic innovation via social mobilization. Taking a transdisciplinary approach that synthesizes political economy, history, theory and ethnography, this volume will be of great interest to students and scholars of climate justice, environmental politics and policy, environmental economics and sustainable development.",Climate_justice
14,Climate Justice and Community Renewal,Brian Tokar & Tamra Gilbertson,Routledge,"This book brings together the voices of people from five continents who live, work, and research on the front lines of climate resistance and renewal. The many contributors to this volume explore the impacts of extreme weather events in Africa, the Caribbean and on Pacific islands, experiences of life-long defenders of the land and forests in Brazil, India, Indonesia, and eastern Canada, and efforts to halt the expansion of fossil-fuel infrastructure from North America to South Africa. They offer various perspectives on how a just transition toward a fossil-free economy can take shape, as they share efforts to protect water resources, better feed their communities, and implement new approaches to urban policy and energy democracy. Climate Justice and Community Renewal uniquely highlights the accounts of people who are directly engaged in local climate struggles and community renewal efforts, including on-the-ground land defenders, community organizers, leaders of international campaigns, agroecologists, activist-scholars, and many others. It will appeal to students, researchers, activists, and all who appreciate the need for a truly justice-centered response to escalating climate disruptions.",Climate_justice
15,Environmental Justice,Gordon Walker,Routledge,"Environmental justice has increasingly become part of the language of environmental activism, political debate, academic research and policy making around the world. It raises questions about how the environment impacts on different people’s lives. Does pollution follow the poor? Are some communities far more vulnerable to the impacts of flooding or climate change than others? Are the benefits of access to green space for all, or only for some? Do powerful voices dominate environmental decisions to the exclusion of others? This book focuses on such questions and the complexities involved in answering them. It explores the diversity of ways in which environment and social difference are intertwined and how the justice of their interrelationship matters. It has a distinctive international perspective, tracing how the discourse of environmental justice has moved around the world and across scales to include global concerns, and examining research, activism and policy development in the US, the UK, South Africa and other countries. The widening scope and diversity of what has been positioned within an environmental justice ‘frame’ is also reflected in chapters that focus on waste, air quality, flooding, urban greenspace and climate change. In each case, the basis for evidence of inequalities in impacts, vulnerabilities and responsibilities is examined, asking questions about the knowledge that is produced, the assumptions involved and the concepts of justice that are being deployed in both academic and political contexts. Environmental Justice offers a wide ranging analysis of this rapidly evolving field, with compelling examples of the processes involved in producing inequalities and the challenges faced in advancing the interests of the disadvantaged. It provides a critical framework for understanding environmental justice in various spatial and political contexts, and will be of interest to those studying Environmental Studies, Geography, Politics and Sociology.",Climate_justice
16,Global Climate Justice,Olivier Godard,Edward Elgar Publishing,"In this thoughtful and original book, social scientist Olivier Godard considers the ways in which arguments of justice cling to international efforts to address global climate change. Proposals made by governments, experts and NGOs as well as concepts and arguments born of moral and political philosophy are introduced and critically examined. Godard contributes to this important debate by showing why global climate justice is still controversial, despite it being a key issue of our times.Godard first points out the huge differences between the foundations of conflicting proposals, for instance between a cosmopolitan viewpoint and an international one. He then explores controversies over climate justice proposals and provides a rigorous criticism of those based on historical responsibility. Finally, he demonstrates how issues of justice are reconfigured by instrumental regimes of coordination, such as a global carbon market. Inspired by the French school of justification, this book shines an insightful light on the failure of climate change debates to develop a convincing standard moral and political theory.Including elements from systems theory, economics and law, this book will be of interest to scholars and students of moral and political philosophy, economics and social sciences, as well as experts working on climate negotiations and concerned stakeholders.",Climate_justice
17,Indigenous Environmental Justice,Karen Jarratt-Snider & Marianne O. Nielsen,Indigenous Justice,"""With connections to traditional homelands being at the heart of Native identity, environmental justice is of heightened importance to Indigenous communities. Not only do irresponsible and exploitative environmental policies harm the physical and financial health of Indigenous communities, they also cause spiritual harm by destroying the land and wildlife that are held in a place of exceptional reverence for Indigenous peoples. Combining elements of legal issues, human rights issues, and sovereignty issues, Indigenous Environmental Justice creates a clear example of community resilience in the face of corporate greed""--",Climate_justice
18,Climate Change Justice and Global Resource Commons,Shangrila Joshi,Routledge,"This book examines the multiple scales at which the inequities of climate change are borne out. Shangrila Joshi engages in a multi-scalar analysis of the myriad ways in which various resource commons – predominantly atmosphere and forests – are implicated in climate governance, with a consistent emphasis throughout on the justice implications for disenfranchised communities. The book starts with an analysis of North-South inequities in responsibility, vulnerability, and capability, as evidenced in global climate treaty negotiations from Rio to Paris. It then moves on to examine the ways in which structural inequalities are built into the conceptualization and operationalization of various neoliberal climate solutions such as Reducing Emissions from Deforestation and Forest Degradation (REDD+) and the Clean Development Mechanism (CDM). Drawing on qualitative interviews conducted in Delhi, Kathmandu, and the Terai region of Nepal, participant observation at the Climate Conference in Copenhagen (COP-15), and textual analysis of official documents, the book articulates a geography of climate justice, considering how ideas of injustice pertaining to colonialism, race, Indigeneity, caste, gender, and global inequality intersect with the politics of scale. This book will be of great interest to students and scholars of environmental justice, climate justice, climate policy, political ecology, and South Asian studies.",Climate_justice
19,Climate Justice,James B. Martin-Schramm,~Publisher not available~,"Presents an analysis of the problems and options for addressing energy and climate change, suggesting a new way of living in harmony with the earth and an earnest search for policy that fosters sustainability, reflects values of equity and fairness, and operates on a scale commensurate with the problems. Original.",Climate_justice
20,Intergenerational Challenges and Climate Justice,Livia Ester Luzzatto,Routledge,"Climate change poses questions of intergenerational justice, but some of its features make it difficult to determine whether we have obligations of climate justice to future generations. This book offers a novel argument, justifying the present generation’s obligations to future people. Livia Luzzatto shows that we have intergenerational obligations because many of our actions are based on presuppositions about future people. When agents engage in such intergenerational actions, they acquire an obligation to also recognize those future people as agents within their principles of justice, and with that a duty to respect their agency and autonomy. Intergenerational Challenges and Climate Justice also offers a way to circumvent the problems of non-identity and non-existence. Its approach overcomes the intergenerational challenges of climate change by meeting three necessary criteria: providing ways to cope with uncertainty, dealing with the complexity of climate change, and including future people for their own sake. The author meets these criteria by adopting an action-centered methodology that grounds our obligations of justice on the presuppositions of activity. This robust framework can be used to justify increased climate action and the greater inclusion of future-oriented policies in current decision making. This book will be of great interest to academics and students concerned with the issues of climate and intergenerational justice.",Climate_justice
21,What We're Fighting for Now Is Each Other,Wen Stephenson,Beacon Press,"An urgent, on-the-ground look at some of the “new American radicals” who have laid everything on the line to build a stronger climate justice movement The science is clear: catastrophic climate change, by any humane definition, is upon us. At the same time, the fossil-fuel industry has doubled down, economically and politically, on business as usual. We face an unprecedented situation—a radical situation. As an individual of conscience, how will you respond? In 2010, journalist Wen Stephenson woke up to the true scale and urgency of the catastrophe bearing down on humanity, starting with the poorest and most vulnerable everywhere, and confronted what he calls “the spiritual crisis at the heart of the climate crisis.” Inspired by others who refused to retreat into various forms of denial and fatalism, he walked away from his career in mainstream media and became an activist, joining those working to build a transformative movement for climate justice in America. In What We’re Fighting for Now Is Each Other, Stephenson tells his own story and offers an up-close, on-the-ground look at some of the remarkable and courageous people—those he calls “new American radicals”—who have laid everything on the line to build and inspire this fast-growing movement: old-school environmentalists and young climate-justice organizers, frontline community leaders and Texas tar-sands blockaders, Quakers and college students, evangelicals and Occupiers. Most important, Stephenson pushes beyond easy labels to understand who these people really are, what drives them, and what they’re ultimately fighting for. He argues that the movement is less like environmentalism as we know it and more like the great human-rights and social-justice struggles of the nineteenth and twentieth centuries, from abolitionism to civil rights. It’s a movement for human solidarity. This is a fiercely urgent and profoundly spiritual journey into the climate-justice movement at a critical moment—in search of what climate justice, at this late hour, might yet mean.",Climate_justice
22,Climate Justice,Ravi Kanbur & Henry Shue,"Oxford University Press, USA","Climate justice requires sharing the burdens and benefits of climate change and its resolution equitably and fairly. It brings together justice between generations and justice within generations. In particular it requires that attempts to address justice between generations through various interventions designed to curb greenhouse emissions today do not end up creating injustice in our time by hurting the currently poor and vulnerable. The United Nations Sustainable Development Goals (SDGs) summit in September 2015, and the Conference of Parties (COP) to the Framework Convention on Climate Change in Paris in December 2015, brought climate change and its development impact centre stage in global discussions. In the run up to Paris, Mary Robinson, former President of Ireland and UN Secretary General's Special Envoy for Climate Change, instituted the Climate Justice Dialogue ""to mobilize political will and creative thinking to shape an ambitious and just international climate agreement in 2015"". The editors of this volume, an economist and a philosopher, served on the High Level Advisory Committee of the Climate Justice Dialogue. They noted the overlap and mutual enforcement between the economic and philosophical discourses on climate justice. But they also noted the great need for these strands to come together to support the public and policy discourse. Climate Justice: Integrating Economics and Philosophy is the result. Bringing together contributions from economists and philosophers, Climate Justice illustrates the different approaches, how they overlap and interact, and what they have already learned from each other and might still have to learn.",Climate_justice
23,Climate Justice,Henry Shue,"Oxford University Press, USA","Climate change is the most difficult threat facing humanity this century and negotiations to reach international agreement have so far foundered on deep issues of justice. Providing provocative and imaginative answers to key questions of justice, informed by political insight and scientific understanding, this book offers a new way forward.",Climate_justice
24,Struggles for Climate Justice,Brandon Barclay Derman,Springer Nature,"This book provides an accessible but intellectually rigorous introduction to the global social movement for ‘climate justice’ and addresses the socially uneven consequences of anthropogenic climate change. Deploying relational understandings of nature-society, space, and power, Brandon Derman shows that climate change has been co-produced with social inequality. Mismatching levels of responsibility and vulnerability, and institutions that emerged in tandem with those disproportionalities compose the terrain on which NGOs and social movements now contest climate injustice in a wide-ranging “politics of connection.” Case-based chapters explore the defining commitments of affected and allied communities, and how they have shaped specific struggles mobilizing human rights, international treaties, transnational activist forums, national and local constituencies, and broad-based demonstrations. Derman synthesizes these cases and similar efforts across the globe to identify and explore crosscutting themes in climate justice politics as well as the opportunities and dilemmas facing advocates and activists, and those who would ally with them going forward. How should we understand campaigns for climate justice? What do these initiatives share, and what differentiates them? What, in fact, does “climate justice” mean in these contexts? And what do the framing and progression of such efforts in different settings suggest about the broader conditions that produce and sustain climate injustice, how those conditions could be unmade, and what might take their place? Struggles for Climate Justice approaches these questions from an interdisciplinary perspective accessible to graduate and advanced undergraduate students as well as scholars of geography, social movements, environmental politics, policy, and socio-legal studies.",Climate_justice
25,Routledge Handbook of Climate Justice,Tahseen Jafry,Routledge,"The term ""climate justice"" began to gain traction in the late 1990s following a wide range of activities by social and environmental justice movements that emerged in response to the operations of the fossil fuel industry and, later, to what their members saw as the failed global climate governance model that became so transparent at COP15 in Copenhagen. The term continues to gain momentum in discussions around sustainable development, climate change, mitigation and adaptation, and has been slowly making its way into the world of international and national policy. However, the connections between these remain unestablished. Addressing the need for a comprehensive and integrated reference compendium, The Routledge Handbook of Climate Justice provides students, academics and professionals with a valuable insight into this fast-growing field. Drawing together a multidisciplinary range of authors from the Global North and South, this Handbook addresses some of the most salient topics in current climate justice research, including just transition, urban climate justice and public engagement, in addition to the field’s more traditional focus on gender, international governance and climate ethics. With an emphasis on facilitating learning based on cutting-edge specialised climate justice research and application, each chapter draws from the most recent sources, real-world best practices and tutored reflections on the strategic dimensions of climate justice and its related disciplines. The Routledge Handbook of Climate Justice will be essential reading for students and scholars, as well as being a vital reference tool for those practically engaged in the field.",Climate_justice
26,Climate Change from the Streets,Michael Méndez,Yale University Press,"An urgent and timely story of the contentious politics of incorporating environmental justice into global climate change policy Although the science of climate change is clear, policy decisions about how to respond to its effects remain contentious. Even when such decisions claim to be guided by objective knowledge, they are made and implemented through political institutions and relationships—and all the competing interests and power struggles that this implies. Michael Méndez tells a timely story of people, place, and power in the context of climate change and inequality. He explores the perspectives and influence low‑income people of color bring to their advocacy work on climate change. In California, activist groups have galvanized behind issues such as air pollution, poverty alleviation, and green jobs to advance equitable climate solutions at the local, state, and global levels. Arguing that environmental protection and improving public health are inextricably linked, Mendez contends that we must incorporate local knowledge, culture, and history into policymaking to fully address the global complexities of climate change and the real threats facing our local communities.",Climate_justice
27,Climate Justice and Collective Action,Angela Kallhoff,Routledge,"This book develops a theory of climate cooperation designed for concerted action, which emphasises the role and function of collectives in achieving shared climate goals. In debates on climate change action, research focuses on three major goals: on mitigation, on adaptation and on transformation. Even though these goals are accepted, concerted action is still difficult to realize. Climate Justice and Collective Action provides an analysis of why this is the case and develops a theory of climate cooperation designed to overcome the existing roadblocks. Angela Kallhoff starts with a thorough analysis of failures of collective action in the context of climate change action. Taking inspiration from theories of water cooperation, she then establishes a theory of joint action that reframes climate goals as shared goals and highlights the importance of adhering to principles of fairness. This also includes an exploration of the normative claims working in the background of climate cooperation. Finally, Kallhoff puts forward proposals for a fair allocation of duties to cooperate with respect to climate goals. This book will be of great interest to students and scholars of climate action, climate justice, environmental sociology and environmental philosophy and ethics more broadly.",Climate_justice
28,The EU and Global Climate Justice,Franziskus von Lucke & Thomas Diez & Solveig Aamodt & Bettina Ahrens,Routledge,"This book examines the European Union’s contribution to the development of the global climate regime within the broader framework of global justice. It argues that the procedural dimension of justice has been largely overlooked so far in the assessment of EU climate policy and reveals the EU has significantly contributed to the development of the climate regime within its broader efforts to ‘solidarise’ international society. At the same time, the book identifies deficits of the climate regime and limits to the EU’s impact and explains why the EU policy towards global climate change has shifted over time. Finally, however, it argues that these policies should not be assessed in terms of being either wholly positive or negative, but that they are shot through with ambiguities. This book will be of key interest to scholars, students and practitioners of climate change, climate politics, environmental and climate justice studies, and more broadly to EU Studies and International Relations.",Climate_justice
29,Media and Transnational Climate Justice,Anna Roosvall & Matthew Tegelberg,"Peter Lang Incorporated, International Academic Publishers","""A wide-ranging, interdisciplinary study of activism and media based on original research. This is a timely and insightful contribution to theorizing global justice as involving solidarity and voice beyond existing political structures.""-Kate Nash, Professor of Sociology, Goldsmiths, University of London, and Faculty Fellow, Center for Cultural Sociology, Yale University",Climate_justice
30,Climate Justice in a Non-ideal World,Jennifer Clare Heyward & Dominic Roser,Oxford University Press,"Climate change is a pressing international political issue, for which a practical but principled solution is urgently required. Climate Justice in a Non-Ideal World aims to make normative theorising on climate justice more relevant and applicable to political realities and public policy. The motivation behind this edited collection is that normative theorising has something to offer even in an imperfect world mired by partial compliance and unfavourable circumstances. In the last years, a lively debate has sprung up in political philosophy about non-ideal theory and there has also been an upsurge of interest in the various normative issues raised by climate change such as intergenerational justice, transnational harm, collective action, or risk assessment. However, there has been little systematic discussion of the links between climate justice and non-ideal theory even though the former would seem like a paradigm example of the relevance of the latter. The aim of this edited volume is to address this. In doing so, the volume presents original work from leading experts on climate ethics, including several who have participated in climate policy. The first part of the book discusses those facets of the debate on climate justice that become relevant due to the shortcomings of current global action on climate change. The second part makes specific suggestions for adjusting current policies and negotiating procedures in ways that are feasible in the relatively short term while still decreasing the distance between current climate policy and the ideal. The chapters in the third and final part reflect upon how philosophical work can be brought to bear on the debates in climate science, communication, and politics.",Climate_justice
31,Justice in Climate Action Planning,Brian Petersen & Hélène B. Ducros,Springer Nature,"This edited volume examines how climate action plans engage justice at the scale of the city. Recent events in the United States make the context particularly ripe for a discussion of justice in urban climate politics. On the one hand, the emergence of the Black Lives Matter movement, George Floyd’s death, and the prominence of racial discrimination in the public realm have mainstreamed the notion of justice. On the other hand, the dire consequences of increased frequency and severity of climate events on vulnerable segments of urban populations are undeniable. While some cities have been proactive about integrating justice in their climate action planning, in most places an explicit and systematic link between both spheres has been lacking. This book explores this interface as it seeks to understand how cities can respond to climate change in a just way and for just outcomes. While resilience strategies based on “development” may engage historic inequities, they may at the same time result in marginalizing certain populations through various processes, from mismatched solutions to outright exclusion and climate gentrification. By identifying how certain populations are included in or excluded from climate action planning practices, the chapters in this volume draw on case studies to outline the differential outcomes of climate action in American cities, also proposing a template for comparative work beyond the US. The authors tackle the debate about how justice is or is not integrated in climate action plans and assess practical implications, while also making theoretical and methodological contributions. As it fills a gap in the literature at the intersection of justice and climate action, the book produces new insights for a wide-ranging audience: students, practitioners, policy-makers, planners, the non-profit sector, and scholars in geography, urban planning, urban studies, environmental studies, ecology, political science, or anthropology. Along five axes of investigation―theory, resilience, equity, community, and comparison as method―the contributors offer various pathways into the intersection between urban climate action and different understandings of justice. Collectively, they invite a reflection that can lead to practical initiatives in climate mitigation, while also advancing the theorization of social justice to account for the urban as a node where (in)justice plays out and can be addressed with significant results.",Climate_justice
32,Climate Justice,Randall Abate,~Publisher not available~,"Climate change is one of the most complex political, social, and environmental issues of this century, and climate change adaptation has become an increasingly large focus of global efforts. The international community's attention on adaptation has been primarily focused on developing countries' needs, with consensus that the world's most vulnerable communities-the urban and rural poor, low-lying island nations, and indigenous peoples-require additional protection. It was in response to this need for equity that ""climate justice"" emerged. Climate justice can be defined generally as addressing the disproportionate burden of climate change impacts on poor and marginalized communities. It seeks to promote more equitable allocation of the burdens of these impacts at the local, national, and global levels through proactive regulatory initiatives and reactive judicial remedies that draw on international human rights and domestic environmental justice theories. Yet, efforts to define climate justice as a field of inquiry can be elusive and underinclusive because the concept is so vast in scope. Climate Justice: Case Studies in Global and Regional Governance Challenges seeks to fill that void, providing an overview of the landscape of climate justice from a variety of legal and geographic perspectives in a case study format. Drawing on the expertise of 29 contributors from 16 countries, the book analyzes climate justice from an international law perspective and from the perspectives of legal responses to promote climate justice in several regions of the world, including Pacific island nations, South Asia, North America, Africa, and the Middle East. It addresses proposed solutions to a range of regulatory obstacles under international law, U.S. law, and foreign domestic law in seeking to promote climate justice on a global scale.",Climate_justice
33,Climate Justice and Historical Emissions,Lukas H. Meyer & Pranay Sanklecha,Cambridge University Press,"This book provides a systematic introduction to the debate on historical emissions and climate change, for students, researchers and policymakers.",Climate_justice
