Description,Label
"Waze founder argues recent ban on rental e-scooters in Paris could spell the end of the micro-mobility industry. The providers' revenue is dominated by two major cities: Paris and Tel Aviv. Take one out, and the industry is doomed.",Air pollution
"The U.S. Environmental Protection Agency released an order Wednesday which instructs Missouri, along with 22 other states, to reduce its air pollution levels.",Air pollution
"TEMPO is the first space based instrument to monitor air pollution over North America hourly. Here’s more from TEMPO:NASA’s first Earth Venture Instrument mission will measure pollution of North America, from Mexico City to the Canadian oil sands, and from th…",Air pollution
Hundreds of Thai firefighters and soldiers battled a forest blaze less than 100 kilometers (60 miles) from Bangkok on Friday as the kingdom grapples with air pollution that has made more than 1.7 million people ill already this year.,Air pollution
"In a major joint project with top Indian scientists, PSI researchers have determined why smog forms at night in the Indian capital New Delhi, contrary to all the rules of atmospheric chemistry. Their results have now been published in the journal Nature Geosc…",Air pollution
"Amsterdam’s Schiphol airport proposed a series of measures to reduce air traffic, carbon emissions, and noise pollution, including a proposed ban on private jets that could take effect as early as 2025.Read more...",Air pollution
An eye-opening new study maps air pollution worldwide.,Air pollution
"Globally, wildfires are becoming more frequent and destructive, generating a significant amount of smoke that can be transported thousands of miles, driving the need for more accurate air pollution forecasts. A team of Penn State researchers has developed a d…",Air pollution
"Environmentalists and some Alaskan Native communities had opposed the plan over climate, wildlife and food-shortage fearsThe Biden administration has approved a controversial $8bn (£6bn) drilling project on Alaska’s north slope, which has drawn fierce opposit…",Air pollution
"As the world becomes increasingly aware of the impact of climate change, many businesses are seeking ways to mitigate their carbon footprint and embrace more sustainable practices. In the transportation industry, fleet maintenance is a key area where business…",Air pollution
EPA’s response to the derailment has drawn intense criticism from East Palestine residents and public health expertsThe US Environmental Protection Agency’s internal watchdog division is opening an investigation into the handling of the East Palestine train w…,Air pollution
"Landmark report urges overhaul of wasteful water practices around world on eve of crucial UN summitThe world is facing an imminent water crisis, with demand expected to outstrip the supply of fresh water by 40% by the end of this decade, experts have said on …",Air pollution
"A copper-based material boosts the effectiveness of the direct air capture process, turning carbon dioxide into sodium bicarbonate through a reaction with seawater",Air pollution
"A report on air pollution in the Indo-Gangetic Plain said that among the states, Uttar Pradesh was found to be the major emitter of PM2.5 from industries, followed by Bihar, West Bengal, Haryana, and Punjab.",Air pollution
Electric vertical take-off and landing vehicles have the potential to completely change the way we travel around cities.,Air pollution
"Leaders from Ford Motor Company, BNP Paribas, the Chisholm Legacy Project, BlocPower, and more share their climate-action bright spots.",Air pollution
"The hotly debated Willow oil drilling project has been approved in Alaska, a decision that could exacerbate climate change and imperil wildlife",Air pollution
IQAir report says India and Pakistan experienced the worst air quality in the Central and South Asian regions in 2022.,Air pollution
The wintertime haze has become a serious health threat to residents. Scientists think they now know the cause.,Air pollution
"Filters fitted to vehicle exhaust systems to remove particulate matter pollution have limited impact on ultrafine particles, new research shows.",Air pollution
"Norfolk Southern has hired the Center for Toxicology and Environmental Health to test for toxins in East Palestine, creating conflicts of interest.",Air pollution
"Air pollution is the greatest environmental health hazard to humankind, leading to over six million deaths a year with an economic cost that equates to over $8 trillion dollars. That’s according to the World Air Quality Report 2022 released on Wednesday by Sw…",Air pollution
UAVs (Unmanned Aerial Vehicles ) are becoming a crucial tool in the arsenal of governments and security agencies worldwide as technology advances rapidly. The flexibility and capabilities of these devices have shown themselves to be valuable assets in the bat…,Air pollution
Regulators in the Bay Area hope the ban will decrease air pollution and cut more than 10 percent of the state's fossil fuel emissions.,Air pollution
"It took decades to force banks to abandon racist redlining. We don’t have decades to avert catastrophic climate crisisThe collapse of Silicon Valley Bank will bring many forms of fallout. One of the most obvious consequences is that the biggest banks – Chase,…",Air pollution
Residents in industry-choked Randolph renew efforts to block the power company’s plans near their fragile townA handful of weary residents gathered at the windowless Randolph church to mull over the latest bid by an electric utility to expand its power statio…,Air pollution
Exclusive: Decision to make episode about natural destruction only available on iPlayer angers programme-makersThe BBC has decided not to broadcast an episode of David Attenborough’s flagship new series on British wildlife because of fears its themes of the d…,Air pollution
"London seems to be slowly embracing the rental scooters but in Paris the love affair with trottinettes looks overOn either side of the Channel, a love-hate relationship between e-scooters has run a typically different course. The French swiftly embraced them;…",Air pollution
Research from Harvard suggests that governments need to revamp air quality rules.,Air pollution
"An international study shows that soil in urban green spaces and natural areas share similar levels of multiple contaminants such as metals, pesticides, microplastics and antibiotic resistance genes around the world. Soil contamination is one of the main thre…",Air pollution
"There is currently a large dependence on coal for power generation. As coal-fired plants cause environmental and health hazards, technologies such as swirl flow and air staging have been proposed to mitigate the pollutants in their emissions. However, it is u…",Air pollution
"Because air pollution concerns in the Bronx may be holding things up, here are your early links: More Jonathan Majors accusations, Trump supporter pulls a knife on Lower Manhattan passersby, turtle runs from the cops and more. [ more › ]",Air pollution
"In what could prove a significant move for communities facing air pollution, the Environmental Protection Agency proposed on Thursday that chemical plants nationwide measure certain hazardous compounds that cross beyond their property lines and reduce them wh…",Air pollution
"Residents accuse St James parish officials of civil rights and religious liberty violations by approving petrochemical plantsResidents of St James parish, Louisiana, have unveiled a federal lawsuit accusing local government officials of civil rights and relig…",Air pollution
"To mark the UN Water Conference 2023, design agency Publicis Groupe Benelux has created a range of conceptual ""supermarket"" products that show what consumption could look like in a world with less water. Commissioned through an initiative by the Netherlands' …",Air pollution
Where has air pollution improved and gotten worse? Which cities are a breath of fresh air and which should come with a health warning? This new report has the answers.,Air pollution
"Long-term research into Sydney air quality suggests most people in region are exposed to air pollution at levels considered unsafe by the WHO<ul><li>Follow our Australia news live blog for the latest updates</li><li>Get our morning and afternoon news emails, …",Air pollution
"Amsterdam Airport Schiphol (AMS) wants to scrap late-night flights in an effort to tackle noise pollution, but a court ruling may now complicate those plans. A judge ruled Tuesday in a lawsuit that AMS — one of Europe’s busiest airports — cannot reduce the nu…",Air pollution
The agency claims the proposed rules will result in a 96% reduction in the population facing cancer risk from 200 polluters.,Air pollution
"Creating greener cities with Respyre’s concrete would provide cleaner air and reduce heating and cooling costs for building owners
The post Moss-friendly concrete makes buildings feel more natural appeared first on Springwise.",Air pollution
"Innovation in agricultural sector is needed if cities are to solve air pollution problems, say scientistsA study reveals that farming is responsible for more than a quarter of the particle pollution in UK cities.UK agriculture created 38% of the particle poll…",Air pollution
"Tiny pieces of plastic are everywhere. They’re in the air we breathe, the water we drink, and the food we eat. By one estimate, some people ingest around a credit card’s worth of plastic every week. Microplastics have been found in human blood, placentas and …",Air pollution
"WASHINGTON (AP) — Soon after a train derailed  and spilled toxic chemicals in Ohio last month, anonymous pro-Russian accounts started spreading misleading claims and anti-American propaganda about it on Twitter, using Elon Musk's new verification system to ex…",Air pollution
"This article is from The Checkup, MIT Technology Review’s weekly biotech newsletter. To receive it in your inbox every Thursday, sign up here. What are chemical pollutants doing to our bodies? It’s a question that’s been on my mind this week, for a few reason…",Air pollution
"Human activities emit many kinds of pollutants into the air, and without a molecule called hydroxide (OH), many of these pollutants would keep aggregating in the atmosphere.",Air pollution
