Description,Label
"<ul><li>Scotland’s 2-0 win is their first over Spain since 1984</li><li>Rodri: ‘The way Scotland play is rubbish, wasting time’</li></ul>Steve Clarke revealed he used the memory of an iconic Kenny Dalglish goal against Spain in 1984 to inspire his Scotland pl…",History
"Max Rushden is joined by Philippe Auclair, Jonathan Fadugba and Jim Burke look back at all the international actionRate, review, share on Apple Podcasts, Soundcloud, Audioboom, Mixcloud, Acast and Stitcher, and join the conversation on Facebook, Twitter and e…",History
"The city’s image of protest and rebellion obscures its links to slavery. But there is a push to acknowledge the Black radicalism in its pastOn a sunny June evening last year, members of the Manchester Literary and Philosophical Society filed slowly into the F…",History
"Forget ‘great men’ – infection and disease are the really important forces in the development of humankind, believes public health specialist Jonathan Kennedy Barts pathology museum is usually open to the public only by special appointment. But today, I’m in …",History
"Every contender to have conquered Anfield between February and May has gone on to win the league. Are the Gunners next?These days, for reasons of practicality as much as anything else, you very rarely see a team deciding to switch ends after the pre-match coi…",History
What a trove of diaries from Amsterdam during World War Two taught Nina Siegal about history and how we remember the Holocaust,History
The 1930s artwork has been unveiled as part of a re-curation of Hever Castle in Kent.,History
"When we learned that a BlackBerry movie was in the works last year, we had no idea it would be something close to a comedy. But judging from the the trailer released today, it's aiming to be a far lighter story than other recent films about tech, like The Soc…",History
"NASA and Axiom Space are finally ready to show what Artemis III astronauts will wear when they walk on the Moon. The two have unveiled a prototype spacesuit that crews will use for moonwalks near the lunar South Pole. As promised, the design is meant to accom…",History
"Former President Donald Trump has been in the spotlight for years. From developing real estate and producing and starring in TV shows, he became a celebrity long before winning the White House.",History
"It was the longest diplomatic gap in the history of U.S.- Indian relations, at a time when the two countries say they're closer than ever before",History
Tucker Carlson trying to rewrite history on the Jan. 6 riots is exposing the government's limited ability to regulate distortions on cable news.,History
"As speculation mounts that Donald Trump could soon be indicted over hush money payments, Alvin Bragg may have to make a history-making decision.",History
"For three of the teams, it is the first time in school history their men's basketball teams have been to the Final Four.",History
There's a new push to develop civil rights tourism in the Mississippi Delta where local groups are using federal dollars to preserve the stories before memories fade and landmarks are lost.,History
"The former vice president said Trump's ""reckless words endangered my family and everyone at the Capitol that day,"" in his most forceful rebuke yet of his two-time running mate.",History
"The Citi Secured Mastercard is a no-frills secured credit card that, with responsible use, can help you build your credit history and improve your credit score.",History
"In his ruling, Judge Kaplan cited Trump's history of targeting courts, judges, public officials, ""and even individual jurors in other matters.""",History
Demonstrating that you can use credit cards responsibly can have a lasting effect on your credit score thanks to factors like payment history.,History
Michael Sanders taught history for two years before leaving the teaching profession to work as an associate at Big Four accounting firm PwC.,History
The Apple TV+ movie is sleek but simplistic at times.,History
A Victorian lawsuit set a precedent of foregrounding personal privacy when we talk about data. But that rings hollow without policy to bolster those rights.,History
Fix your credit score by building positive credit history on top of delinquencies or hire credit repair companies or credit counselors to help.,History
"Discover the history of bank collapses from our list of failed banks. With two failures in 2023, it is important to know how this happens.",History
"The Georgetown home comes with 13 bedrooms, 13 full- and 5 half-bathrooms, and an expansive history that goes back to the late 18th century.",History
"Right-wing figures want DeSantis to shield Trump from an indictment, and claim the governor will be on the wrong side of history if he doesn't.",History
"Scientists photographed a snailfish in the Izu-Ogasawara trench at 8,336 meters below the ocean, making it the deepest recorded fish in history.",History
"Nike is set to release an Air Jordan in""lucky green.""The movie ""Air"" has renewed attention to Nike's history, filled with lucky breaks.",History
"Even with no actual Yakuza in it, the latest installment in the franchise is excellent, and a credit to its historic setting.",History
Why was an AI looking through my medical records and how did it work? I decided to find out.,History
"In a series of tweets, the famed money manager described the Fed as the ""primary culprit"" for the second-largest bank failure in US history.",History
"The Kennedys' history has been marred by tragedies, including two assassinations, four plane crashes, a skiing accident, an overdose, and a lobotomy.",History
"Trump, whose history of defending Putin includes siding with him over US intelligence, condemned DeSantis's comments in a new 2024 campaign video.",History
This famous photo of Albert Einstein was taken on his 72nd birthday. Author Mike Rucker describes how it was almost never released to the public.,History
"Recent history has shown us that consumers care about the product more than the company behind it, so why is Pico waiting to launch its Quest competitor in the U.S.?",History
"A woolly history of stage acting; a sensuous tale of deadly obsession in a French town; and a seminal exploration of Oliver Cromwell’s ProtectoratePeter AckroydReaktion, £20, pp416 Continue reading...",History
"Alabama, Houston, Kansas and Purdue were named as the No. 1 seeds in the men's NCAA tournament on Sunday.",History
Michelle Yeoh has won the Academy Award for best actress and made history all at once.  The Malaysian-born actor became the first Asian woman to win the...,History
"<ol><li>Young Winnipeg woman fights to escape her family's horrifying history with landfills  CBC.ca
</li><li>Canada: Body of indigenous woman found in landfill  BBC
</li><li>Montreal police investigating after woman's dead body found in dumpster  CTV News …",History
"Director hopes to educate Germans about ‘brutal’ colonial history of mass killings in early 20th centuryIt was one of the darkest eras in German history, and the first genocide of the 20th century: the mass killing of tens of thousands of people in German Sou…",History
"Google finally opened up its Bard AI for testing, and it turns out it’s a little loopy. This week, Cherlynn and Devindra dive into their experience with Bard, as well as how it compares with Microsoft’s BingAI (and GPT4, consequently). Also, we discuss even m…",History
"BLM protesters in Bristol were accused, in 2020, of ‘erasing history’. Now we know they have flooded it with lightIn the summer of 2020, there was perhaps no moment that divided the nation more sharply than when Black Lives Matter protesters tore a statue of …",History
How will the former US President handle his courthouse entry if he has to turn himself in?,History
This third season about the horrific acts of the R&B megastar strikes a tone of joy as it celebrates his conviction – and the landmark contribution this fearless documentary has madeLearning about the crimes of Robert Sylvester Kelly is a gruelling experience…,History
"Now academics on the left have joined the anti-lockdown chorus. Yet their Covid theories rely on a travesty of the factsWas the pain worth it? Between March 2020 and March 2021, the UK had three national lockdowns. The goal was to control the spread of Covid-…",History
"The Nintendo eShop for the Wii U and 3DS game consoles officially closed for business on March 27th, 2023, permanently disabling all new purchases on the platforms. We knew this was coming. Nintendo quietly announced the eShop's closure over a year ago, asser…",History
"This article goes down the memory lane of ecommerce, uncovering some old-but-gold ecommerce websites, and highlighting the main difference from ecommerce today.",History
"Under a proposal, a J&amp;J subsidiary will re-file for bankruptcy protection and seek court approval for a plan that would result in one of the largest product-liability settlements in U.S. history.",History
